Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 07-02-2017,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
05-04-2015,04 - 05,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,26.01,26.01,
05-04-2015,05 - 06,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,26.03,26.03,
05-04-2015,06 - 07,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,26.03,26.03,
05-04-2015,07 - 08,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,39.06,39.06,
05-04-2015,08 - 09,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,27.15,39.06,39.06,
05-04-2015,09 - 10,25.33,25.33,25.33,25.33,25.33,25.33,25.33,25.33,25.33,25.33,25.33,25.33,25.33,25.33,30.43,39.04,39.04,
05-04-2015,10 - 11,25.33,25.33,25.33,25.33,25.33,25.33,25.33,25.33,25.33,25.33,25.33,25.33,25.33,25.33,30.49,39.03,39.03,
05-04-2015,11 - 12,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,30.48,39.09,39.09,
05-04-2015,12 - 13,24.82,24.82,24.82,24.82,24.82,24.82,24.82,24.82,24.82,24.82,24.82,24.82,24.82,24.82,30.48,39.06,39.06,
05-04-2015,13 - 14,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,30.44,39.03,39.03,
05-04-2015,14 - 15,24.41,24.41,24.41,24.41,24.41,24.41,24.41,24.41,24.41,24.41,24.41,24.41,24.41,24.41,30.43,39.01,39.01,
05-04-2015,15 - 16,24.36,24.36,24.36,24.36,24.36,24.36,24.36,24.36,24.36,24.36,24.36,24.36,24.36,24.36,30.41,30.41,30.41,
05-04-2015,16 - 17,24.41,24.41,24.41,24.41,24.41,24.41,24.41,24.41,24.41,24.41,24.41,24.41,24.41,24.41,30.4,39,39,
05-04-2015,17 - 18,24.61,24.61,24.61,24.61,24.61,24.61,23.98,24.61,24.61,24.61,24.61,24.61,24.61,24.61,30.42,39.02,39.02,
05-04-2015,18 - 19,25.59,25.59,25.59,25.59,25.59,25.59,26.22,25.59,25.59,25.59,25.59,25.59,25.59,25.59,27.15,27.15,27.15,
05-04-2015,19 - 20,26.04,26.04,26.04,26.04,26.04,26.04,26.04,26.04,26.04,26.04,26.04,26.04,26.04,26.04,33.34,39.03,39.03,
05-04-2015,20 - 21,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,30.48,39.07,39.07,
05-04-2015,21 - 22,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,27.15,27.15,27.15,
05-04-2015,22 - 23,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,
05-04-2015,23 - 00,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,
06-04-2015,00 - 01,25.94,25.93,25.93,25.93,25.93,25.93,26.36,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,
06-04-2015,01 - 02,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,
06-04-2015,02 - 03,24.52,24.52,24.52,24.52,24.52,24.52,24.09,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,25.02,25.02,
06-04-2015,03 - 04,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,25.02,25.02,
06-04-2015,04 - 05,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,25.03,25.03,
06-04-2015,05 - 06,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,
06-04-2015,06 - 07,24.98,24.98,24.98,24.98,24.98,24.98,24.98,24.98,24.98,24.98,24.98,24.98,24.98,24.98,25.06,25.06,25.06,
06-04-2015,07 - 08,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,39.03,39.03,39.03,
06-04-2015,08 - 09,25.52,25.52,25.52,25.52,25.52,25.52,25.52,25.52,25.52,25.52,25.52,25.52,25.52,25.52,40.72,40.72,40.72,
06-04-2015,09 - 10,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,40.74,40.74,40.74,
06-04-2015,10 - 11,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,40.75,40.75,40.75,
06-04-2015,11 - 12,26.14,26.14,26.14,26.14,26.14,26.14,26.14,26.14,26.14,26.14,26.14,26.14,26.14,26.14,40.75,40.75,40.75,
06-04-2015,12 - 13,25.98,25.98,25.98,25.98,25.98,25.98,25.98,25.98,25.98,25.98,25.98,25.98,25.98,25.98,40.72,40.72,40.72,
06-04-2015,13 - 14,25.21,25.21,25.21,25.21,25.21,25.21,25.21,25.21,25.21,25.21,25.21,25.21,25.21,25.21,40.74,40.74,40.74,
06-04-2015,14 - 15,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,39.05,39.05,39.05,
06-04-2015,15 - 16,24.63,24.63,24.63,24.63,24.63,24.63,24.63,24.63,24.63,24.63,24.63,24.63,24.63,24.63,33.39,39.04,39.04,
06-04-2015,16 - 17,24.86,24.86,24.86,24.86,24.86,24.86,24.86,24.86,24.86,24.86,24.86,24.86,24.86,24.86,30.5,40.74,40.74,
06-04-2015,17 - 18,25.05,25.05,25.05,25.05,25.05,25.05,24.54,25.05,25.05,25.05,25.05,25.05,25.05,25.05,30.47,40.72,40.72,
06-04-2015,18 - 19,26.06,26.04,26.04,26.04,26.04,26.04,26.55,26.04,26.04,26.04,26.04,26.04,26.04,26.04,30.47,40.74,40.74,
06-04-2015,19 - 20,26.28,26.27,26.27,26.27,26.27,27.22,26.27,26.27,26.27,26.27,26.27,26.27,26.27,26.27,30.5,40.75,40.75,
06-04-2015,20 - 21,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,30.47,40.71,40.71,
06-04-2015,21 - 22,26.11,26.11,26.11,26.11,26.11,26.11,26.11,26.11,26.11,26.11,26.11,26.11,26.11,26.11,27.13,39.06,39.06,
06-04-2015,22 - 23,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,26.08,26.08,
06-04-2015,23 - 00,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,26.02,26.02,
07-04-2015,00 - 01,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.53,25.53,
07-04-2015,01 - 02,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89,25.1,25.1,
07-04-2015,02 - 03,24.69,24.69,24.69,24.69,24.69,24.69,24.69,24.69,24.69,24.69,24.69,24.69,24.69,24.69,24.69,25.08,25.08,
07-04-2015,03 - 04,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,25.08,25.08,
07-04-2015,04 - 05,24.71,24.71,24.71,24.71,24.71,24.71,24.71,24.71,24.71,24.71,24.71,24.71,24.71,24.71,24.71,24.71,24.71,
07-04-2015,05 - 06,25.21,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,
07-04-2015,06 - 07,26.17,25.89,25.89,25.89,25.89,44.59,25.89,25.89,25.89,25.89,25.89,25.89,25.89,25.89,44.59,44.59,44.59,
07-04-2015,07 - 08,26.78,26.3,26.3,26.3,26.3,50.51,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,50.51,50.51,50.51,
07-04-2015,08 - 09,27.66,26.8,26.8,26.8,26.8,42.28,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,42.28,42.28,55.94,
07-04-2015,09 - 10,27.72,26.69,26.69,26.69,26.69,48.24,26.69,26.69,26.69,26.69,26.69,26.69,26.69,26.69,48.24,48.24,48.24,
07-04-2015,10 - 11,27.32,26.53,26.53,26.53,26.53,45.09,26.53,26.53,26.53,26.53,26.53,26.53,26.53,26.53,45.09,45.09,45.09,
07-04-2015,11 - 12,27.18,26.48,26.48,26.48,26.48,45.06,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,45.06,45.06,45.06,
07-04-2015,12 - 13,26.47,26.16,26.16,26.16,26.16,49.91,26.16,26.16,26.16,26.16,26.16,26.16,26.16,26.16,49.91,49.91,49.91,
07-04-2015,13 - 14,26.35,26.08,26.08,26.08,26.08,45.08,26.08,26.08,26.08,26.08,26.08,26.08,26.08,26.08,45.08,45.08,45.08,
07-04-2015,14 - 15,26.01,25.9,25.9,25.9,25.9,29.95,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,29.95,39.06,39.06,
07-04-2015,15 - 16,26.03,25.93,25.93,25.93,25.93,27.16,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,27.16,39.05,39.05,
07-04-2015,16 - 17,26.06,25.88,25.88,25.88,25.88,31.09,25.88,25.88,25.88,25.88,25.88,25.88,25.88,25.88,31.09,40.96,40.96,
07-04-2015,17 - 18,26.18,25.97,25.97,25.97,25.97,33.07,25.97,25.97,25.97,25.97,25.97,25.97,25.97,25.97,33.07,40.97,40.97,
07-04-2015,18 - 19,26.37,26.11,26.11,26.11,26.11,42.07,26.11,26.11,26.11,26.11,26.11,26.11,26.11,26.11,42.07,42.07,42.07,
07-04-2015,19 - 20,26.55,26.21,26.21,26.21,26.21,45.04,26.21,26.21,26.21,26.21,26.21,26.21,26.21,26.21,45.04,45.04,45.04,
07-04-2015,20 - 21,26.43,26.37,26.37,26.37,26.37,27.12,26.37,26.37,26.37,26.37,26.37,26.37,26.37,26.37,27.12,39.09,39.09,
07-04-2015,21 - 22,26.25,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,
07-04-2015,22 - 23,25.71,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,37.03,37.03,
07-04-2015,23 - 00,25.1,24.98,24.98,24.98,24.98,24.98,24.98,24.98,24.98,24.98,24.98,24.98,24.98,24.98,24.98,25.51,25.51,
08-04-2015,00 - 01,24.27,24.29,24.29,24.29,24.29,24.29,23.17,24.29,24.29,24.29,24.29,24.29,24.29,24.29,24.29,25.56,25.56,
08-04-2015,01 - 02,24.02,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,25.57,25.57,
08-04-2015,02 - 03,23.82,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,25.56,25.56,
08-04-2015,03 - 04,23.83,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,25.56,25.56,
08-04-2015,04 - 05,24.12,24.14,24.14,24.14,24.14,24.14,24.14,24.14,24.14,24.14,24.14,24.14,24.14,24.14,24.14,26.06,26.06,
08-04-2015,05 - 06,24.51,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,39.07,39.07,
08-04-2015,06 - 07,25.45,25.33,25.33,25.33,25.33,33.36,25.33,25.33,25.33,25.33,25.33,25.33,25.33,25.33,33.36,40.83,42.09,
08-04-2015,07 - 08,26.37,26.15,26.15,26.15,26.15,36.07,26.15,26.15,26.15,26.15,26.15,26.15,26.15,26.15,36.07,43.3,45.09,
08-04-2015,08 - 09,26.91,26.61,26.61,26.61,26.61,36.96,26.61,26.61,26.61,26.61,26.61,26.61,26.61,26.61,36.96,43.33,55.01,
08-04-2015,09 - 10,26.76,26.38,26.38,26.38,26.38,43.34,26.38,26.38,26.38,26.38,26.38,26.38,26.38,26.38,43.34,43.34,55.91,
08-04-2015,10 - 11,26.64,26.36,26.36,26.36,26.36,36.99,26.36,26.36,26.36,26.36,26.36,26.36,26.36,26.36,36.99,43.33,45.09,
08-04-2015,11 - 12,26.36,26.19,26.19,26.19,26.19,35.17,26.19,26.19,26.19,26.19,26.19,26.19,26.19,26.19,35.17,43.3,45.05,
08-04-2015,12 - 13,26.14,26.03,26.03,26.03,26.03,33.33,26.03,26.03,26.03,26.03,26.03,26.03,26.03,26.03,33.33,43.32,45.03,
08-04-2015,13 - 14,26.04,25.99,25.99,25.99,25.99,32.85,25.99,25.99,25.99,25.99,25.99,25.99,25.99,25.99,32.85,43.3,48.99,
08-04-2015,14 - 15,25.81,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,
08-04-2015,15 - 16,25.72,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,
08-04-2015,16 - 17,25.84,25.85,25.85,25.85,25.85,25.96,27.59,27.59,25.85,25.85,25.85,25.85,25.85,25.85,25.96,40.83,40.83,
08-04-2015,17 - 18,26.26,25.88,25.88,25.88,25.88,26.28,41.79,41.79,25.88,25.88,25.88,25.88,25.88,25.88,26.28,40.86,40.86,
08-04-2015,18 - 19,26.59,25.95,25.95,25.95,25.95,31,46.01,46.01,25.95,25.95,25.95,25.95,25.95,25.95,31,40.85,40.85,
08-04-2015,19 - 20,27.27,26.23,26.23,26.23,26.23,32.05,52.92,52.92,26.23,26.23,26.23,26.23,26.23,26.23,32.05,43.32,55.91,
08-04-2015,20 - 21,26.96,26.24,26.24,26.24,26.24,26.24,55.3,55.3,26.24,26.24,26.24,26.24,26.24,26.24,26.24,39.05,39.05,
08-04-2015,21 - 22,26.83,26.19,26.19,26.19,26.19,26.19,47.15,47.15,26.19,26.19,26.19,26.19,26.19,26.19,26.19,26.19,26.19,
08-04-2015,22 - 23,26.16,25.85,25.85,25.85,25.85,25.85,39.19,39.19,25.85,25.85,25.85,25.85,25.85,25.85,25.85,26.05,26.05,
08-04-2015,23 - 00,25.41,25.38,25.38,25.38,25.38,25.38,27.46,27.46,25.38,25.38,25.38,25.38,25.38,25.38,25.38,25.38,25.38,
09-04-2015,00 - 01,25.09,25.03,25.03,25.03,25.03,25.03,28.78,28.78,25.03,25.03,25.03,25.03,25.03,25.03,25.03,25.04,25.04,
09-04-2015,01 - 02,24.83,24.79,24.79,24.79,24.79,24.79,27.52,27.52,24.79,24.79,24.79,24.79,24.79,24.79,24.79,25.01,25.01,
09-04-2015,02 - 03,24.73,24.71,24.71,24.71,24.71,24.71,27.21,27.21,24.71,24.71,24.71,24.71,24.71,24.71,24.71,24.71,24.71,
09-04-2015,03 - 04,24.7,24.7,24.7,24.7,24.7,24.7,27.46,27.46,24.7,24.7,24.7,24.7,24.7,24.7,24.7,25,25,
09-04-2015,04 - 05,24.87,24.87,24.87,24.87,24.87,24.87,27.72,27.72,24.87,24.87,24.87,24.87,24.87,24.87,24.87,25.05,25.05,
09-04-2015,05 - 06,25.29,25.22,25.22,25.22,25.22,25.22,28.71,28.71,25.22,25.22,25.22,25.22,25.22,25.22,25.22,26.02,26.02,
09-04-2015,06 - 07,26.55,25.76,25.76,25.76,25.76,32.06,45,45,25.76,25.76,25.76,25.76,25.76,25.76,32.06,41.76,45.06,
09-04-2015,07 - 08,29.41,26.77,26.77,26.77,26.77,35.84,55,55,26.77,26.77,26.77,26.77,26.77,26.77,35.84,45.08,45.08,
09-04-2015,08 - 09,30.92,27.17,27.17,28.44,28.44,43.69,63.49,63.49,28.44,28.44,28.44,27.17,27.17,27.17,43.69,43.69,56.92,
09-04-2015,09 - 10,30.17,26.93,26.93,26.99,26.99,44.75,51.92,51.92,26.99,26.99,26.99,26.93,26.93,26.93,44.75,44.75,45.09,
09-04-2015,10 - 11,29.06,26.54,26.54,26.54,26.54,34.1,43.11,43.11,26.54,26.54,26.54,26.54,26.54,26.54,34.1,41.79,45.06,
09-04-2015,11 - 12,28.58,26.37,26.37,26.37,39.99,32.89,40.98,40.98,26.37,26.37,26.37,26.37,26.37,26.37,32.89,41.77,45.02,
09-04-2015,12 - 13,27.78,26.61,26.61,26.61,31.45,32.09,32.22,32.22,26,26,26,26.61,26.61,26.61,32.09,41.8,45.02,
09-04-2015,13 - 14,26.62,26.07,26.07,26.07,26.07,31.42,30.89,30.89,25.9,25.9,25.9,26.07,26.07,26.07,31.42,41.79,45.01,
09-04-2015,14 - 15,25.95,25.76,25.76,25.76,25.76,25.76,31.01,31.01,25.76,25.76,25.76,25.76,25.76,25.76,25.76,39.09,39.09,
09-04-2015,15 - 16,25.83,25.54,25.54,25.54,25.54,25.54,31.23,31.23,25.54,25.54,25.54,25.54,25.54,25.54,25.54,39.07,39.07,
09-04-2015,16 - 17,25.93,25.54,25.54,25.54,25.54,25.73,33.62,33.62,25.54,25.54,25.54,25.54,25.54,25.54,25.73,41.77,42.07,
09-04-2015,17 - 18,26.26,25.57,25.57,25.57,25.57,27.12,39.36,39.36,25.57,25.57,25.57,25.57,25.57,25.57,27.12,41.77,42.09,
09-04-2015,18 - 19,26.54,25.66,25.66,25.66,25.66,29.52,39.35,39.35,25.66,25.66,25.66,25.66,25.66,25.66,29.52,41.76,42.03,
09-04-2015,19 - 20,27.39,25.82,25.82,25.82,41.62,31.99,49.97,49.97,25.82,25.82,25.82,25.82,25.82,25.82,31.99,41.77,42.06,
09-04-2015,20 - 21,26.96,25.85,25.85,25.85,49.58,25.85,54.59,54.59,25.85,25.85,25.85,25.85,25.85,25.85,25.85,39.04,39.04,
09-04-2015,21 - 22,26.46,25.75,25.75,25.75,40.79,25.75,51.75,51.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,
09-04-2015,22 - 23,25.72,25.44,25.44,25.44,25.44,25.44,42.32,42.32,25.44,25.44,25.44,25.44,25.44,25.44,25.44,26.05,26.05,
09-04-2015,23 - 00,25.08,25.06,25.06,25.06,25.06,25.06,27.69,27.69,25.06,25.06,25.06,25.06,25.06,25.06,25.06,25.06,25.06,
10-04-2015,00 - 01,25.06,25.15,25.15,25.15,25.15,25.15,25.15,25.15,24.93,24.93,24.93,25.51,25.51,25.51,25.15,25.51,25.51,
10-04-2015,01 - 02,24.88,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,25.21,25.21,25.21,24.8,24.8,24.8,
10-04-2015,02 - 03,24.89,24.97,24.97,24.97,24.97,24.97,24.97,24.97,24.79,24.79,24.79,25.09,25.09,25.09,24.97,24.97,24.97,
10-04-2015,03 - 04,24.99,25.09,25.09,25.09,25.09,25.09,25.09,25.09,24.8,24.8,24.8,25.09,25.09,25.09,25.09,25.09,25.09,
10-04-2015,04 - 05,25.11,25.52,25.52,25.52,25.52,25.52,25.52,25.52,24.86,24.86,24.86,25.52,25.52,25.52,25.52,25.52,25.52,
10-04-2015,05 - 06,25.42,25.97,25.97,25.97,25.97,25.97,27.97,27.97,24.9,24.9,24.9,25.97,25.97,25.97,25.97,25.97,25.97,
10-04-2015,06 - 07,26.87,27.02,27.02,27.02,27.02,36.65,35.09,35.09,25.13,25.13,25.13,27.02,27.02,27.02,36.65,41.67,41.67,
10-04-2015,07 - 08,30.28,28.95,28.95,42.36,42.36,48.49,52.44,52.44,25.4,25.4,25.4,28.95,28.95,28.95,48.49,48.49,65.87,
10-04-2015,08 - 09,32.17,29.07,29.07,52.94,52.94,59.64,54.25,54.25,25.53,25.53,25.53,29.07,29.07,29.07,59.64,59.64,120.04,
10-04-2015,09 - 10,30.2,28.84,28.84,42.6,42.6,57.9,42.6,42.6,25.47,25.47,25.47,28.84,28.84,28.84,57.9,57.9,110.05,
10-04-2015,10 - 11,28.78,28.67,28.67,34.28,34.28,54.86,35.13,35.13,25.36,25.36,25.36,28.67,28.67,28.67,54.86,54.86,92.4,
10-04-2015,11 - 12,27.6,28.56,28.56,29,29,39.97,29.77,29.77,25.26,25.26,25.26,28.56,28.56,28.56,39.97,48.42,65.85,
10-04-2015,12 - 13,26.7,26.99,26.99,26.99,26.99,39.94,28.21,28.21,25.2,25.2,25.2,26.99,26.99,26.99,39.94,48.42,60.03,
10-04-2015,13 - 14,25.93,26.36,26.36,26.36,26.36,35.05,27.51,27.51,25.09,25.09,25.09,26.36,26.36,26.36,35.05,48.41,56.96,
10-04-2015,14 - 15,25.38,25.51,25.51,25.51,25.51,27.12,26.43,26.43,25.01,25.01,25.01,26.13,26.13,26.13,27.12,41.63,41.63,
10-04-2015,15 - 16,25.2,25.02,25.02,25.02,25.02,25.26,27.22,27.22,24.89,24.89,24.89,26.05,26.05,26.05,25.26,41.6,41.6,
10-04-2015,16 - 17,25.24,24.81,24.81,24.81,24.81,30.75,28.23,28.23,24.81,24.81,24.81,25.98,25.98,25.98,30.75,41.67,59.98,
10-04-2015,17 - 18,25.58,24.88,24.88,24.88,24.88,31.51,33.84,33.84,24.84,24.84,24.84,26,26,26,31.51,41.66,59.94,
10-04-2015,18 - 19,25.81,25.22,25.22,25.22,25.22,31.9,39.56,39.56,24.89,24.89,24.89,26.19,26.19,26.15,31.9,41.65,60,
10-04-2015,19 - 20,25.98,26.47,26.47,26.47,26.47,26.47,41.89,41.89,24.93,24.93,24.93,26.47,26.47,26.47,26.47,41.67,60.09,
