Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 07-02-2017,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
17-11-2015,03 - 04,21.37,21.37,21.37,21.37,21.37,21.37,21.37,21.37,21.37,21.37,21.37,21.37,21.37,21.37,21.37,28.05,28.05,
17-11-2015,04 - 05,22.43,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,21.91,22.5,35.02,35.02,
17-11-2015,05 - 06,23.17,23.07,23.07,23.07,23.07,30.72,23.07,23.07,23.07,23.07,23.07,23.07,23.07,21.99,30.72,44.48,44.48,
17-11-2015,06 - 07,24.52,24.48,24.48,24.48,24.48,35.35,24.48,24.48,24.48,24.48,24.48,24.48,24.48,22.68,35.35,52.11,52.11,
17-11-2015,07 - 08,26.69,26.6,26.6,26.6,26.6,35.55,26.6,26.6,26.6,26.6,26.6,26.6,26.6,22.94,35.55,52.16,52.16,
17-11-2015,08 - 09,27.84,27.55,27.55,27.55,27.55,36.42,27.55,27.55,27.55,27.55,27.55,27.55,27.55,22.99,36.42,52.19,55.01,
17-11-2015,09 - 10,26.07,26.76,26.76,26.76,26.76,29.9,26.76,26.76,26.76,26.76,26.76,26.76,26.76,22.97,29.9,52.15,52.15,
17-11-2015,10 - 11,26.35,26.33,26.33,26.33,26.33,35.81,26.33,26.33,26.33,26.33,26.33,26.33,26.33,23,35.81,52.15,52.15,
17-11-2015,11 - 12,25.88,25.82,25.82,25.82,25.82,35.82,25.82,25.82,25.82,25.82,25.82,25.82,25.82,22.97,35.82,52.18,52.18,
17-11-2015,12 - 13,25.49,25.41,25.41,25.41,25.41,35.37,25.41,25.41,25.41,25.41,25.41,25.41,25.41,22.96,35.37,52.19,58.01,
17-11-2015,13 - 14,25.39,25.29,25.29,25.29,25.29,35.82,25.29,25.29,25.29,25.29,25.29,25.29,25.29,22.95,35.82,52.19,58,
17-11-2015,14 - 15,25.34,25.23,25.23,25.23,25.23,35.53,25.23,25.23,25.23,25.23,25.23,25.23,25.23,22.97,35.53,52.19,58.01,
17-11-2015,15 - 16,25.99,25.62,25.62,25.62,25.62,40.97,25.62,25.62,25.62,25.62,25.62,25.62,25.62,23.01,40.97,52.19,55.03,
17-11-2015,16 - 17,27.02,27.01,27.01,27.01,27.01,52.18,27.01,27.01,25.97,25.97,25.97,27.01,27.01,22.99,52.18,52.18,55.06,
17-11-2015,17 - 18,28.47,32.79,32.79,32.79,32.79,43.68,32.79,32.79,26.2,26.2,26.2,32.79,32.79,22.94,43.68,52.19,55.05,
17-11-2015,18 - 19,27.83,28.12,28.12,28.12,28.12,40.99,28.12,28.12,26.11,26.11,26.11,28.12,28.12,22.85,40.99,52.18,55.01,
17-11-2015,19 - 20,25.53,25.85,25.85,25.85,25.85,34.41,25.85,25.85,25.72,25.72,25.72,25.85,25.85,22.83,34.41,52.13,52.13,
17-11-2015,20 - 21,24.49,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.91,22.78,24.91,50.06,50.06,24.91
17-11-2015,21 - 22,24.31,24.54,24.54,24.54,24.54,24.54,24.7,24.7,24.54,24.54,24.54,24.54,24.54,22.74,24.54,49.08,49.08,24.54
17-11-2015,22 - 23,23.29,23.49,23.49,23.49,23.49,23.49,23.49,23.49,23.49,23.49,23.49,23.49,23.49,22.61,23.49,37.41,37.41,23.49
17-11-2015,23 - 00,21.88,21.9,21.9,21.9,21.9,21.9,21.74,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,30.07,30.07,21.9
18-11-2015,00 - 01,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,38.01,38.01,21.76
18-11-2015,01 - 02,21.38,21.38,21.38,21.38,21.38,21.38,21.38,21.38,21.38,21.38,21.38,21.38,21.38,21.38,21.38,35.43,35.43,21.38
18-11-2015,02 - 03,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,34,34,21.21
18-11-2015,03 - 04,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,39.24,39.24,
18-11-2015,04 - 05,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,40.95,40.95,
18-11-2015,05 - 06,22.8,22.47,22.47,22.47,22.47,29.77,22.47,22.47,22.47,22.47,22.47,22.47,22.47,22.47,29.77,50.02,50.02,
18-11-2015,06 - 07,24.37,24.1,24.1,24.1,24.1,34.6,22.73,24.1,24.1,24.1,24.1,24.1,24.1,22.83,34.6,52.2,52.2,
18-11-2015,07 - 08,26.01,25.68,25.68,25.68,25.68,36.03,27.04,25.68,25.68,25.68,25.68,25.68,25.68,23.06,36.03,52.23,52.23,
18-11-2015,08 - 09,27.18,26.97,26.97,26.97,26.97,35.37,26.97,26.97,26.97,26.97,26.97,26.97,26.97,23.07,35.37,52.24,52.24,
18-11-2015,09 - 10,25.5,25.52,25.52,25.52,25.52,29.94,25.52,25.52,25.52,25.52,25.52,25.52,25.52,23.1,29.94,52.22,52.22,
18-11-2015,10 - 11,25.58,25.42,25.42,25.42,25.42,34.8,25.42,25.42,25.42,25.42,25.42,25.42,25.42,23.04,34.8,52.22,52.22,
18-11-2015,11 - 12,25.69,25.54,25.54,25.54,25.54,34.91,25.54,25.54,25.54,25.54,25.54,25.54,25.54,23,34.91,52.26,52.26,
18-11-2015,12 - 13,24.96,24.9,24.9,24.9,24.9,34.71,24.9,24.9,24.9,24.9,24.9,24.9,24.9,23,34.71,52.26,52.26,
18-11-2015,13 - 14,24.98,24.92,24.92,24.92,24.92,34.48,24.92,24.92,24.92,24.92,24.92,24.92,24.92,23,34.48,52.26,52.26,
18-11-2015,14 - 15,25.09,24.96,24.96,24.96,24.96,36.01,24.96,24.96,24.96,24.96,24.96,24.96,24.96,23.01,36.01,52.26,52.26,
18-11-2015,15 - 16,25.63,25.23,25.23,25.23,25.23,45.06,25.23,25.23,25.23,25.23,25.23,25.23,25.23,23.03,45.06,52.25,52.25,
18-11-2015,16 - 17,26.07,25.59,25.59,25.59,25.59,47.67,25.59,25.59,25.59,25.59,25.59,25.59,25.59,23.05,47.67,52.26,52.26,
18-11-2015,17 - 18,27.09,26.18,26.18,26.18,26.18,43.09,26.18,26.18,26.18,26.18,26.18,26.18,26.18,23.03,43.09,52.26,52.26,
18-11-2015,18 - 19,26.59,25.9,25.9,25.9,25.9,45.28,25.9,25.9,25.9,25.9,25.9,25.9,25.9,23.02,45.28,52.26,52.26,
18-11-2015,19 - 20,25.14,25.07,25.07,25.07,25.07,36.09,25.42,25.42,25.07,25.07,25.07,25.07,25.07,23.01,36.09,52.2,52.2,
18-11-2015,20 - 21,24.7,24.86,24.86,24.86,24.86,27.15,26.24,26.24,24.86,24.86,24.86,24.86,24.86,22.99,27.15,49.07,49.07,27.15
18-11-2015,21 - 22,24.02,24.35,24.35,24.35,24.35,27.85,24.43,24.35,24.35,24.35,24.35,24.35,24.35,22.95,27.85,45.29,45.29,27.85
18-11-2015,22 - 23,22.91,22.95,22.95,22.95,22.95,24.14,21.14,22.95,22.95,22.95,22.95,22.95,22.95,22.84,24.14,35.43,35.43,24.14
18-11-2015,23 - 00,21.97,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,28.58,28.58,22.01
19-11-2015,00 - 01,21.48,21.51,21.51,21.51,21.51,21.51,12.36,12.36,21.51,21.51,21.51,21.51,21.51,21.51,21.51,32.08,32.08,21.51
19-11-2015,01 - 02,21.06,21.09,21.09,21.09,21.09,21.09,11.03,11.03,21.09,21.09,21.09,21.09,21.09,21.09,21.09,30.05,30.05,21.09
19-11-2015,02 - 03,20.99,21.02,21.02,21.02,21.02,21.02,5.15,5.15,21.02,21.02,21.02,21.02,21.02,21.02,21.02,30.04,30.04,21.02
19-11-2015,03 - 04,21.25,21.28,21.28,21.28,21.28,21.28,5.76,5.76,21.28,21.28,21.28,21.28,21.28,21.28,21.28,35.22,35.22,
19-11-2015,04 - 05,21.91,21.87,21.87,21.87,21.87,23.53,10.81,10.81,21.87,21.87,21.87,21.87,21.87,21.87,23.53,28.07,28.07,
19-11-2015,05 - 06,22.77,22.33,22.33,22.33,22.33,34.5,15.15,15.81,22.33,22.33,22.33,22.33,22.33,22.33,34.5,44.46,44.46,
19-11-2015,06 - 07,24.8,24.43,24.43,24.43,24.43,40.92,25.08,24.43,24.43,24.43,24.43,24.43,24.43,23.68,40.92,50.07,50.07,
19-11-2015,07 - 08,26.49,25.95,25.95,25.95,25.95,52.26,32.17,32.17,25.65,25.65,25.65,25.95,25.95,23.82,52.26,52.26,52.26,
19-11-2015,08 - 09,27.05,26.41,26.41,26.41,26.41,40.95,26.41,26.41,26.41,26.41,26.41,26.41,26.41,23.86,40.95,52.28,52.28,
19-11-2015,09 - 10,25.8,25.84,25.84,25.84,25.84,28.8,25.84,25.84,25.84,25.84,25.84,25.84,25.84,23.86,28.8,52.23,52.23,
19-11-2015,10 - 11,25.36,25.23,25.23,25.23,25.23,38.97,25.23,25.23,25.23,25.23,25.23,25.23,25.23,23.84,38.97,52.23,52.23,
19-11-2015,11 - 12,25.38,25.24,25.24,25.24,25.24,48.07,25.24,25.24,25.24,25.24,25.24,25.24,25.24,23.83,48.07,52.27,52.27,
19-11-2015,12 - 13,25.2,25.09,25.09,25.09,25.09,38.79,25.09,25.09,25.09,25.09,25.09,25.09,25.09,23.83,38.79,52.28,52.28,
19-11-2015,13 - 14,25.41,25.32,25.32,25.32,25.32,36.07,25.32,25.32,25.32,25.32,25.32,25.32,25.32,23.82,36.07,52.28,52.28,
19-11-2015,14 - 15,26.01,25.81,25.81,25.81,25.81,36.09,25.81,25.81,25.81,25.81,25.81,25.81,25.81,23.82,36.09,52.28,52.28,
19-11-2015,15 - 16,26.72,26.02,26.02,26.02,26.02,52.28,26.02,26.02,26.02,26.02,26.02,26.02,26.02,23.84,52.28,52.28,52.28,
19-11-2015,16 - 17,27.83,26.97,26.97,26.97,26.97,52.27,26.97,26.97,26.97,26.97,26.97,26.97,26.97,23.84,52.27,52.27,52.27,
19-11-2015,17 - 18,28.62,28.14,28.14,28.14,28.14,49.92,28.14,28.14,28.14,28.14,28.14,28.14,28.14,23.83,49.92,52.29,52.29,
19-11-2015,18 - 19,27.92,27.08,27.08,27.08,27.08,50.96,27.08,27.08,27.08,27.08,27.08,27.08,27.08,23.79,50.96,52.27,52.27,
19-11-2015,19 - 20,26.13,26.13,26.13,26.13,26.13,36.04,26.13,26.13,26.13,26.13,26.13,26.13,26.13,23.77,36.04,52.22,52.22,
19-11-2015,20 - 21,25.34,25.62,25.62,25.62,25.62,27.88,25.62,25.62,25.62,25.62,25.62,25.62,25.62,23.76,27.88,50.02,50.02,27.88
19-11-2015,21 - 22,25.02,25.17,25.17,25.17,25.17,27.89,25.17,25.17,25.17,25.17,25.17,25.17,25.17,23.72,27.89,48.05,48.05,27.89
19-11-2015,22 - 23,24.3,24.7,24.7,24.7,24.7,24.93,24.97,24.7,24.7,24.7,24.7,24.7,24.7,23.68,24.93,37.64,37.64,24.93
19-11-2015,23 - 00,23.08,23.1,23.1,23.1,23.1,23.1,22.83,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,30.01,30.01,23.1
20-11-2015,00 - 01,23.51,23.64,23.64,23.64,23.64,23.64,24.96,23.64,23.64,23.64,23.64,23.64,23.64,23.26,23.64,28.06,28.06,23.64
20-11-2015,01 - 02,23.51,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.04,23.71,28,28,23.71
20-11-2015,02 - 03,22.66,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,26.08,26.08,22.89
20-11-2015,03 - 04,23.03,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,22.94,23.25,28.03,28.03,
20-11-2015,04 - 05,23.81,24.02,24.02,24.02,24.02,27.37,24.02,24.02,24.02,24.02,24.02,24.02,24.02,22.97,27.37,35.71,35.71,
20-11-2015,05 - 06,25.01,24.96,24.96,24.96,24.96,36.1,24.96,24.96,24.96,24.96,24.96,24.96,24.96,23.08,36.1,50.02,50.02,
20-11-2015,06 - 07,26.35,25.91,25.91,25.91,25.91,42.41,25.91,25.91,25.91,25.91,25.91,25.91,25.91,23.56,42.41,52.21,52.21,
20-11-2015,07 - 08,30.11,30.06,30.06,30.06,30.06,40.93,30.06,30.06,30.06,28.21,28.21,30.06,30.06,23.5,40.93,52.25,52.25,
20-11-2015,08 - 09,32.32,31.2,31.2,31.2,31.2,39.99,31.2,31.2,31.2,29.76,29.76,31.2,31.2,23.49,39.99,52.27,52.27,
20-11-2015,09 - 10,30.13,31.15,31.15,31.15,31.15,34.46,31.15,31.15,31.15,29.81,29.81,31.15,31.15,23.5,34.46,52.23,52.23,
20-11-2015,10 - 11,32.06,31.18,31.18,31.18,31.18,40.9,31.18,31.18,31.18,29.63,29.63,31.18,31.18,23.55,40.9,52.23,52.23,
20-11-2015,11 - 12,31.18,31.17,31.17,31.17,31.17,36.08,31.17,31.17,31.17,29.19,29.19,31.17,31.17,23.54,36.08,52.27,52.27,
20-11-2015,12 - 13,29.73,29.72,29.72,29.72,29.72,36.02,29.72,29.72,29.72,28.95,28.95,29.72,29.72,23.41,36.02,52.27,52.27,
20-11-2015,13 - 14,28.5,28,28,28,28,36.02,28,28,28,27.97,27.97,28,28,23.35,36.02,52.27,52.27,
20-11-2015,14 - 15,27.92,27.33,27.33,27.33,27.33,36.07,27.33,27.33,27.33,27.33,27.33,27.33,27.33,23.38,36.07,52.27,52.27,
20-11-2015,15 - 16,28.71,27.96,27.96,27.96,27.96,52.27,27.96,27.96,27.96,27.51,27.51,27.96,27.96,23.44,52.27,52.27,52.27,
20-11-2015,16 - 17,31.12,30.72,30.72,30.72,30.72,52.27,30.72,30.72,30.72,27.91,27.91,30.72,30.72,23.3,52.27,52.27,52.27,
20-11-2015,17 - 18,34.41,26.39,26.39,32.97,32.97,40.95,32.97,32.97,32.97,28.29,28.29,25.82,25.82,24.82,40.95,52.26,52.26,
20-11-2015,18 - 19,30.09,25.74,25.74,28.89,28.89,40.45,28.89,28.89,28.89,28.05,28.05,25.74,25.74,24.72,40.45,52.25,52.25,
20-11-2015,19 - 20,26.78,25.65,25.65,26.46,26.46,34.45,26.46,26.46,26.46,26.46,26.46,25.65,25.65,24.67,34.45,52.21,52.21,
20-11-2015,20 - 21,25.41,25.33,25.33,25.47,25.47,26.4,25.47,25.47,25.47,25.47,25.47,25.33,25.33,24.55,26.4,50.08,50.08,26.4
20-11-2015,21 - 22,25.03,25.08,25.08,25.08,25.08,25.08,25.08,25.08,25.08,25.08,25.08,24.85,24.85,24.45,25.08,49.1,49.1,25.08
20-11-2015,22 - 23,24.6,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.52,24.52,24.3,24.67,40.94,40.94,24.67
20-11-2015,23 - 00,24.13,24.14,24.14,24.14,24.14,24.14,24.14,24.14,24.14,24.14,24.14,24.14,24.14,24.12,24.14,35.72,35.72,24.14
21-11-2015,00 - 01,24.33,24.33,24.33,24.33,24.33,24.33,24.33,24.33,24.33,24.33,24.33,24.33,24.33,24.33,24.33,35.86,35.86,24.33
21-11-2015,01 - 02,23.97,23.97,23.97,23.97,23.97,23.97,23.97,23.97,23.97,23.97,23.97,23.97,23.97,23.97,23.97,35.82,35.82,23.97
21-11-2015,02 - 03,23.04,23.04,23.04,23.04,23.04,23.04,23.04,23.04,23.04,23.04,23.04,23.04,23.04,23.04,23.04,35.8,35.8,23.04
21-11-2015,03 - 04,22.38,22.38,22.38,22.38,22.38,22.38,22.38,22.38,22.38,22.38,22.38,22.38,22.38,22.38,22.38,35.86,35.86,22.38
21-11-2015,04 - 05,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,35.88,35.88,22.25
21-11-2015,05 - 06,22.61,22.61,22.61,22.61,22.61,22.61,22.61,22.61,22.61,22.61,22.61,22.61,22.61,22.61,22.61,42.92,42.92,22.61
21-11-2015,06 - 07,23.18,23.18,23.18,23.18,23.18,23.18,22.04,23.18,23.18,23.18,23.18,23.18,23.18,23.18,23.18,42.95,42.95,23.18
21-11-2015,07 - 08,24.54,24.49,24.49,24.49,24.49,24.49,25.63,24.49,24.49,24.49,24.49,24.49,24.49,24.49,24.49,51.5,51.5,24.49
21-11-2015,08 - 09,24.96,24.97,24.97,24.97,24.97,24.97,24.97,24.97,24.97,24.97,24.97,24.97,24.97,24.7,24.97,50.07,50.07,24.97
21-11-2015,09 - 10,25.2,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,24.81,25.22,50.09,50.09,25.22
21-11-2015,10 - 11,25.37,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,24.83,25.4,51.5,51.5,25.4
21-11-2015,11 - 12,25.37,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,24.87,25.4,51.52,51.52,25.4
21-11-2015,12 - 13,25.3,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,24.89,25.32,51.52,51.52,25.32
21-11-2015,13 - 14,25.18,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,24.95,25.19,51.53,51.53,25.19
21-11-2015,14 - 15,25.24,25.25,25.25,25.25,25.25,25.25,25.25,25.25,25.25,25.25,25.25,25.25,25.25,25.06,25.25,51.53,51.53,25.25
21-11-2015,15 - 16,26.03,25.71,25.71,25.71,25.71,32.93,25.71,25.71,25.71,25.71,25.71,25.71,25.71,25.52,32.93,51.53,51.53,32.93
21-11-2015,16 - 17,27.38,26.94,26.94,26.94,26.94,34.43,26.94,26.94,26.94,26.94,26.94,26.94,26.94,25.56,34.43,51.52,51.52,34.43
21-11-2015,17 - 18,28.13,27.51,27.51,28.4,28.4,31.84,28.4,28.4,28.4,27.78,27.78,27.51,27.51,25.59,31.84,51.52,51.52,31.84
21-11-2015,18 - 19,27.34,27.07,27.07,27.07,27.07,29.1,27.07,27.07,27.07,27.07,27.07,27.07,27.07,25.44,29.1,51.52,51.52,29.1
21-11-2015,19 - 20,25.94,26,26,26,26,26,26,26,26,26,26,26,26,25.17,26,51.52,51.52,26
21-11-2015,20 - 21,25.45,25.47,25.47,25.47,25.47,25.47,25.47,25.47,25.47,25.47,25.47,25.47,25.47,24.94,25.47,49.01,49.01,25.47
21-11-2015,21 - 22,25.27,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,24.83,25.3,48.01,48.01,25.3
21-11-2015,22 - 23,24.92,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.76,24.93,35.87,35.87,24.93
21-11-2015,23 - 00,24.34,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,28.59,28.59,24.35
22-11-2015,00 - 01,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.46,35.44,35.44,24.46
22-11-2015,01 - 02,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,32.05,32.05,23.93
22-11-2015,02 - 03,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,30.08,30.08,23.87
22-11-2015,03 - 04,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,30.06,30.06,22.7
22-11-2015,04 - 05,22.35,22.35,22.35,22.35,22.35,22.35,22.35,22.35,22.35,22.35,22.35,22.35,22.35,22.35,22.35,35.45,35.45,22.35
22-11-2015,05 - 06,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,35.44,35.44,22.59
22-11-2015,06 - 07,22.67,22.67,22.67,22.67,22.67,22.67,22.67,22.67,22.67,22.67,22.67,22.67,22.67,22.67,22.67,36.8,36.8,22.67
22-11-2015,07 - 08,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,36.82,36.82,22.87
22-11-2015,08 - 09,23.15,23.15,23.15,23.15,23.15,23.15,23.15,23.15,23.15,23.15,23.15,23.15,23.15,23.15,23.15,36.89,36.89,23.15
22-11-2015,09 - 10,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,48.04,48.04,24.02
22-11-2015,10 - 11,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,48.06,48.06,24.77
22-11-2015,11 - 12,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89,48.06,48.06,24.89
22-11-2015,12 - 13,24.79,24.79,24.79,24.79,24.79,24.79,24.84,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,48.05,48.05,24.79
22-11-2015,13 - 14,24.07,24.07,24.07,24.07,24.07,24.07,24.01,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,48.05,48.05,24.07
22-11-2015,14 - 15,23.87,23.87,23.87,23.87,23.87,23.87,22.93,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,51.51,51.51,23.87
22-11-2015,15 - 16,24.5,24.43,24.43,24.43,24.43,28.5,22.88,24.43,24.43,24.43,24.43,24.43,24.43,24.43,28.5,51.55,51.55,28.5
22-11-2015,16 - 17,25.77,25.56,25.56,25.56,25.56,30.31,25.56,25.56,25.56,25.38,25.38,25.56,25.56,25.56,30.31,51.54,51.54,30.31
22-11-2015,17 - 18,26.96,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,25.96,25.96,28.27,28.27,26.32,28.27,51.53,51.53,28.27
22-11-2015,18 - 19,26.43,26.49,26.49,26.49,26.49,26.49,26.39,26.49,26.49,26.39,26.39,26.49,26.49,25.73,26.49,51.54,51.54,26.49
22-11-2015,19 - 20,25.9,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.39,25.91,51.54,51.54,25.91
22-11-2015,20 - 21,25.39,25.39,25.39,25.39,25.39,25.39,25.39,25.39,25.39,25.39,25.39,25.39,25.39,25.29,25.39,50.03,50.03,25.39
22-11-2015,21 - 22,25.18,25.18,25.18,25.18,25.18,25.18,25.18,25.18,25.18,25.18,25.18,25.18,25.18,25.03,25.18,40.97,40.97,25.18
22-11-2015,22 - 23,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,32.08,32.08,24.93
22-11-2015,23 - 00,24.57,24.57,24.57,24.57,24.57,24.57,24.57,24.57,24.57,24.57,24.57,24.57,24.57,24.57,24.57,28.58,28.58,24.57
23-11-2015,00 - 01,23.99,24,24,24,24,24,23.65,24,24,24,24,24,24,24,24,35.43,35.43,24
23-11-2015,01 - 02,24.49,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.35,24.35,24.35,24.52,32.09,32.09,24.52
23-11-2015,02 - 03,24.66,24.73,24.73,24.73,24.73,24.73,24.73,24.73,24.73,24.73,24.73,24.22,24.22,24.22,24.73,32.05,32.05,24.73
23-11-2015,03 - 04,24.9,25.02,25.02,25.02,25.02,25.02,25.02,25.02,25.02,25.02,25.02,24.14,24.14,24.14,25.02,35.47,35.47,
23-11-2015,04 - 05,25.36,25.57,25.57,25.57,25.57,26.03,25.57,25.57,25.57,25.57,25.57,24.15,24.15,24.15,26.03,36.52,36.52,
23-11-2015,05 - 06,26.84,26.44,26.44,26.44,26.44,51.54,26.44,26.44,26.44,26.44,26.44,24.17,24.17,24.17,51.54,51.54,51.54,
23-11-2015,06 - 07,30.19,27.03,27.03,38.95,38.95,51.56,38.95,38.95,38.95,27.61,27.61,24.55,24.55,24.46,51.56,51.56,51.56,
23-11-2015,07 - 08,52.33,26.42,26.42,89.76,89.76,89.76,66.14,89.76,89.76,31.76,31.76,24.95,24.95,24.87,89.76,89.76,89.76,
23-11-2015,08 - 09,69.92,26.08,26.08,150.03,150.03,150.03,71.92,150.03,69.68,69.68,69.68,25.53,25.53,25.53,150.03,150.03,150.03,
23-11-2015,09 - 10,55.09,25.96,25.96,69.87,69.87,69.87,68.19,69.87,66.15,66.15,66.15,25.84,25.84,25.84,69.87,69.87,69.87,
23-11-2015,10 - 11,60.05,47.17,47.17,99.92,99.92,99.92,59.91,99.92,58.23,58.23,58.23,28.82,28.82,23.85,99.92,99.92,99.92,
23-11-2015,11 - 12,54.8,29.5,29.5,65.07,65.07,65.07,55.01,65.07,53.4,53.4,53.4,29.5,29.5,23.82,65.07,65.07,65.07,
23-11-2015,12 - 13,43.98,28.35,28.35,56.49,56.49,56.49,50.95,56.49,40.14,40.14,40.14,28.07,28.07,23.78,56.49,56.49,56.49,
23-11-2015,13 - 14,38.91,27.98,27.98,55.07,55.07,55.07,55.07,55.07,30.77,30.77,30.77,27.94,27.94,23.78,55.07,55.07,55.07,
23-11-2015,14 - 15,46.65,27.96,27.96,60.04,60.04,60.04,60.04,60.04,29.32,29.32,29.32,27.77,27.77,23.8,60.04,60.04,60.04,
23-11-2015,15 - 16,59.96,28.82,28.82,99.95,99.95,99.95,62.9,99.95,32.02,32.02,32.02,28.2,28.2,23.83,99.95,99.95,99.95,
23-11-2015,16 - 17,69.91,27.86,27.86,150.06,150.06,150.06,70.82,150.06,68.55,68.55,68.55,27.27,27.27,23.77,150.06,150.06,150.06,
23-11-2015,17 - 18,69.94,25.22,25.22,150.05,150.05,150.05,99.77,150.05,30.13,30.13,30.13,25.22,25.22,25.22,150.05,150.05,150.05,
23-11-2015,18 - 19,53.14,25.1,25.1,77.48,77.48,77.48,67.12,77.48,28.2,28.2,28.2,25.1,25.1,25.1,77.48,77.48,77.48,
23-11-2015,19 - 20,29.38,24.95,24.95,51.91,51.91,51.91,51.91,51.91,26.98,26.98,26.98,24.95,24.95,24.95,51.55,51.55,51.55,
23-11-2015,20 - 21,27.64,24.91,24.91,40.13,40.13,40.13,30.19,40.13,26.92,26.92,26.92,24.91,24.91,24.72,40.49,49.08,49.08,40.13
23-11-2015,21 - 22,25.93,24.97,24.97,27.34,27.34,27.34,26.57,27.34,26.57,26.57,26.57,24.88,24.88,24.65,27.34,40.93,40.93,27.34
23-11-2015,22 - 23,25.01,24.93,24.93,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,24.55,24.55,24.55,25.17,30.06,30.06,25.17
23-11-2015,23 - 00,24.34,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.31,24.31,24.31,24.35,28.57,28.57,24.35
24-11-2015,00 - 01,23.93,23.94,23.94,23.94,23.94,23.94,23.94,23.94,23.94,23.94,23.94,23.94,23.94,23.94,23.94,30.01,30.01,23.94
24-11-2015,01 - 02,23.56,23.56,23.56,23.56,23.56,23.56,23.56,23.56,23.56,23.56,23.56,23.56,23.56,23.56,23.56,27.09,27.09,23.56
