Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,
Data was last updated 12-11-2015,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
07-01-2014,22 - 23,"28,24","28,14","28,14","28,14","28,14","31,85","28,14","28,14","28,14","28,14","28,14","28,14","28,14","28,14","31,85","33,01","33,01"
07-01-2014,23 - 00,"27,32","27,65","27,65","27,65","27,65","27,65","20,06","20,06","27,65","27,65","27,65","27,65","27,65","27,65","27,65","30,03","30,03"
08-01-2014,00 - 01,"26,84","27,09","27,09","27,09","27,09","27,09","22,01","22,01","27,09","27,09","27,09","27,09","27,09","27,09","27,09","27,09","27,09"
08-01-2014,01 - 02,"25,78","25,43","25,43","25,43","25,43","25,43","14,61","14,61","26,48","26,48","26,48","25,43","25,43","25,43","25,43","27,1","27,1"
08-01-2014,02 - 03,"25,38","24,57","24,57","24,57","24,57","24,57","12,67","12,67","26,31","26,31","26,31","24,57","24,57","24,57","24,57","27,09","27,09"
08-01-2014,03 - 04,"25,26","25,16","25,16","25,16","25,16","25,16","11,34","11,34","25,97","25,97","25,97","25,16","25,16","25,16","25,16","25,16","25,16"
08-01-2014,04 - 05,"26,05","26,45","26,45","26,45","26,45","26,45","11,37","11,37","26,45","26,45","26,45","26,45","26,45","26,45","26,45","29,05","29,05"
08-01-2014,05 - 06,"27,45","27,62","27,62","27,62","27,62","33,14","22,41","23,39","27,62","27,62","27,62","27,62","27,62","27,62","33,14","33,14","33,14"
08-01-2014,06 - 07,"29,55","29,33","29,33","29,33","29,33","41,1","29,33","29,33","29,33","29,33","29,33","29,33","29,33","29,33","41,1","41,1","41,1"
08-01-2014,07 - 08,"30,79","30,53","30,53","30,53","30,53","47,6","30,53","30,53","30,53","30,53","30,53","30,53","30,53","30,53","47,6","47,6","47,6"
08-01-2014,08 - 09,"31,38","30,95","30,95","30,95","30,95","47,51","30,95","30,95","30,95","30,95","30,95","30,95","30,95","30,95","47,51","47,51","47,51"
08-01-2014,09 - 10,"31,07","30,81","30,81","30,81","30,81","46,49","30,81","30,81","30,81","30,81","30,81","30,81","30,81","30,81","46,49","46,49","46,49"
08-01-2014,10 - 11,"30,73","30,53","30,53","30,53","30,53","39,57","30,53","30,53","30,53","30,53","30,53","30,53","30,53","30,53","45,91","45,91","45,91"
08-01-2014,11 - 12,"30,59","30,5","30,5","30,5","30,5","34,21","30,5","30,5","30,5","30,5","30,5","30,5","30,5","30,5","45,07","45,07","45,07"
08-01-2014,12 - 13,"30,21","30,13","30,13","30,13","30,13","30,36","30,13","30,13","30,13","30,13","30,13","30,13","30,13","30,13",46,46,46
08-01-2014,13 - 14,"30,37","30,3","30,3","30,3","30,3","31,52","30,3","30,3","30,3","30,3","30,3","30,3","30,3","30,3","46,19","46,19","46,19"
08-01-2014,14 - 15,"30,68","30,47","30,47","30,47","30,47","39,26","30,47","30,47","30,47","30,47","30,47","30,47","30,47","30,47","46,69","46,69","46,69"
08-01-2014,15 - 16,"30,86","30,59","30,59","30,59","30,59","48,01","30,59","30,59","30,59","30,59","30,59","30,59","30,59","30,59","48,01","48,01","48,01"
08-01-2014,16 - 17,"31,37","30,93","30,93","30,93","30,93","47,59","30,93","30,93","30,93","30,93","30,93","30,93","30,93","30,93","47,59","47,59","47,59"
08-01-2014,17 - 18,"31,75","31,34","31,34","31,34","31,34","40,98","31,34","31,34","31,34","31,34","31,34","31,34","31,34","31,34","46,01","46,01","46,01"
08-01-2014,18 - 19,"31,14","30,84","30,84","30,84","30,84","39,04","30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84","39,04","44,04","44,04"
08-01-2014,19 - 20,"30,55","30,28","30,28","30,28","30,28","39,13","30,28","30,28","30,28","30,28","30,28","30,28","30,28","30,28","39,13","41,02","41,02"
08-01-2014,20 - 21,"29,88","29,72","29,72","29,72","29,72","35,14","29,72","29,72","29,72","29,72","29,72","29,72","29,72","29,72","35,14","47,52","47,52"
08-01-2014,21 - 22,"29,57","29,41","29,41","29,41","29,41","33,3","29,41","29,41","29,41","29,41","29,41","29,41","29,41","29,41","33,3","33,3","33,3"
08-01-2014,22 - 23,"28,96","28,91","28,91","28,91","28,91","30,32","28,91","28,91","28,91","28,91","28,91","28,91","28,91","28,91","30,32","30,32","30,32"
08-01-2014,23 - 00,"28,49","28,49","28,49","28,49","28,49","28,49","28,49","28,49","28,49","28,49","28,49","28,49","28,49","28,49","28,49",30,30
09-01-2014,00 - 01,"27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18"
09-01-2014,01 - 02,"26,5","26,5","26,5","26,5","26,5","26,5","26,5","26,5","26,5","26,5","26,5","26,5","26,5","26,5","26,5","26,5","26,5"
09-01-2014,02 - 03,"25,4","24,83","24,83","24,83","24,83","24,83","24,83","24,83","26,03","26,03","26,03","24,83","24,83","24,83","26,06","26,06","26,06"
09-01-2014,03 - 04,"26,65","26,66","26,66","26,66","26,66","26,66","26,66","26,66","26,66","26,66","26,66","26,66","26,66","26,66","26,66","26,66","26,66"
09-01-2014,04 - 05,"27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18","27,18"
09-01-2014,05 - 06,"28,26","28,14","28,14","28,14","28,14","30,32","27,12","28,14","28,14","28,14","28,14","28,14","28,14","28,14","30,32","30,32","30,32"
09-01-2014,06 - 07,"30,39","29,98","29,98","29,98","29,98","38,23",31,"29,98","29,98","29,98","29,98","29,98","29,98","29,98","38,23","38,23","38,23"
09-01-2014,07 - 08,32,"31,5","31,5","31,5","31,5","48,09","31,5","31,5","31,5","31,5","31,5","31,5","31,5","31,5","48,09","48,09","48,09"
09-01-2014,08 - 09,"33,11","32,4","32,4","32,4","32,4","49,18","32,4","32,4","32,4","32,4","32,4","32,4","32,4","32,4","49,18","49,18","49,18"
09-01-2014,09 - 10,"32,8","32,25","32,25","32,25","32,25","48,08","32,25","32,25","32,25","32,25","32,25","32,25","32,25","32,25","48,08","48,08","48,08"
09-01-2014,10 - 11,"32,67","32,31","32,31","32,31","32,31","35,54","32,31","32,31","32,31","32,31","32,31","32,31","32,31","32,31","36,7","36,7","36,7"
09-01-2014,11 - 12,"32,27","31,96","31,96","31,96","31,96","36,63","31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96","36,63","36,63","36,63"
09-01-2014,12 - 13,"30,66","30,4","30,4","30,4","30,4","36,52","30,4","30,4","30,4","30,4","30,4","30,4","30,4","30,4","36,52","36,52","36,52"
09-01-2014,13 - 14,"30,51","30,29","30,29","30,29","30,29","35,94","30,29","30,29","30,29","30,29","30,29","30,29","30,29","30,29","36,26","36,26","36,26"
09-01-2014,14 - 15,"30,31","29,86","29,86","29,86","29,86","54,11","29,86","29,86","29,86","29,86","29,86","29,86","29,86","29,86","54,11","54,11","54,11"
09-01-2014,15 - 16,"30,54","30,11","30,11","30,11","30,11","56,51","30,11","30,11","30,11","30,11","30,11","30,11","30,11","30,11","56,51","56,51","56,51"
09-01-2014,16 - 17,"30,88","30,57","30,57","30,57","30,57","58,01","30,57","30,57","30,57","30,57","30,57","30,57","30,57","30,57","58,01","58,01","58,01"
09-01-2014,17 - 18,"31,72","31,2","31,2","31,2","31,2","50,1","31,2","31,2","31,2","31,2","31,2","31,2","31,2","31,2","50,1","50,1","50,1"
09-01-2014,18 - 19,"30,88","30,59","30,59","30,59","30,59","38,73","30,59","30,59","30,59","30,59","30,59","30,59","30,59","30,59","38,73","38,73","38,73"
09-01-2014,19 - 20,"30,3","29,97","29,97","29,97","29,97","39,89","29,97","29,97","29,97","29,97","29,97","29,97","29,97","29,97","39,89","39,89","39,89"
09-01-2014,20 - 21,"29,31","29,29","29,29","29,29","29,29","31,91","29,29","29,29","29,29","29,29","29,29","29,29","29,29","29,29","32,5","32,5","32,5"
09-01-2014,21 - 22,"28,59","28,55","28,55","28,55","28,55","32,77","27,87","28,55","28,55","28,55","28,55","28,55","28,55","28,55","32,77","32,77","32,77"
09-01-2014,22 - 23,"28,04","28,23","28,23","28,23","28,23","29,03","19,77","28,23","28,23","28,23","28,23","28,23","28,23","28,23","29,03","29,03","29,03"
09-01-2014,23 - 00,"27,01","27,43","27,43","27,43","27,43","27,43","8,26","8,26","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43"
10-01-2014,00 - 01,"26,46","26,94","26,94","26,94","26,94","26,94","8,3","8,3","26,94","26,94","26,94","26,94","26,94","26,94","26,94","27,07","27,07"
10-01-2014,01 - 02,"25,58","25,95","25,95","25,95","25,95","25,95","8,99","8,99","26,14","26,14","26,14","25,95","25,95","25,95","25,95","27,04","27,04"
10-01-2014,02 - 03,"25,32","24,85","24,85","24,85","24,85","24,85","7,74","7,74","26,15","26,15","26,15","24,85","24,85","24,85","24,85","27,04","27,04"
10-01-2014,03 - 04,"25,62","25,62","25,62","25,62","25,62","25,62","8,91","8,91","26,48","26,48","26,48","25,62","25,62","25,62","25,62","27,04","27,04"
10-01-2014,04 - 05,"26,75","27,29","27,29","27,29","27,29","27,29","8,23","8,23","27,29","27,29","27,29","27,29","27,29","27,29","27,29","27,29","27,29"
10-01-2014,05 - 06,"28,18","28,17","28,17","28,17","28,17","32,9","11,98","11,98","28,17","28,17","28,17","28,17","28,17","28,17","32,9","32,9","32,9"
10-01-2014,06 - 07,"30,06","29,57","29,57","29,57","29,57","48,02","28,68","29,57","29,57","29,57","29,57","29,57","29,57","29,57","48,02","48,02","48,02"
10-01-2014,07 - 08,"32,28","31,32","31,32","31,32","31,32","58,03","32,22","31,32","31,32","31,32","31,32","31,32","31,32","31,32","58,03","58,03","58,03"
10-01-2014,08 - 09,"33,26","32,13","32,13","32,13","32,13","58,06","32,13","32,13","32,13","32,13","32,13","32,13","32,13","32,13","58,06","58,06","58,06"
10-01-2014,09 - 10,"32,2","31,23","31,23","31,23","31,23","55,45","31,23","31,23","31,23","31,23","31,23","31,23","31,23","31,23","55,45","55,45","55,45"
10-01-2014,10 - 11,"31,37","30,8","30,8","30,8","30,8",48,"30,8","30,8","30,8","30,8","30,8","30,8","30,8","30,8",48,48,48
10-01-2014,11 - 12,"30,94","30,63","30,63","30,63","30,63","44,02","30,63","30,63","30,63","30,63","30,63","30,63","30,63","30,63","44,02","44,02","44,02"
10-01-2014,12 - 13,"30,46","30,17","30,17","30,17","30,17","44,04","30,17","30,17","30,17","30,17","30,17","30,17","30,17","30,17","44,04","44,04","44,04"
10-01-2014,13 - 14,"30,53","30,23","30,23","30,23","30,23","42,54","30,23","30,23","30,23","30,23","30,23","30,23","30,23","30,23","42,54","42,54","42,54"
10-01-2014,14 - 15,"31,02","30,58","30,58","30,58","30,58","54,04","30,58","30,58","30,58","30,58","30,58","30,58","30,58","30,58","54,04","54,04","54,04"
10-01-2014,15 - 16,"32,07","31,37","31,37","31,37","31,37","58,06","31,37","31,37","31,37","31,37","31,37","31,37","31,37","31,37","58,06","58,06","58,06"
10-01-2014,16 - 17,"32,99","31,97","31,97","31,97","31,97","58,06","31,97","31,97","31,97","31,97","31,97","31,97","31,97","31,97","58,06","58,06","58,06"
10-01-2014,17 - 18,"33,66","32,58","32,58","32,58","32,58","57,89","32,58","32,58","32,58","32,58","32,2","32,58","32,58","32,58","57,89","57,89","57,89"
10-01-2014,18 - 19,"32,79",32,32,32,32,"47,36",32,32,32,32,32,32,32,32,"47,36","47,36","47,36"
10-01-2014,19 - 20,"31,84","31,32","31,32","31,32","31,32","37,95","31,32","31,32","31,32","31,32","31,32","31,32","31,32","31,32","37,95","37,95","37,95"
10-01-2014,20 - 21,"30,97","30,82","30,82","30,82","30,82","34,34","30,82","30,82","30,82","30,82","30,82","30,82","30,82","30,82","34,34","34,34","34,34"
10-01-2014,21 - 22,"30,44","30,23","30,23","30,23","30,23","33,55","30,23","30,23","30,23","30,23","30,23","30,23","30,23","30,23","33,55","33,55","33,55"
10-01-2014,22 - 23,"29,96","29,85","29,85","29,85","29,85","32,02","29,85","29,85","29,85","29,85","29,85","29,85","29,85","29,85","32,02","32,02","32,02"
10-01-2014,23 - 00,"29,3","29,28","29,28","29,28","29,28","29,28","29,28","29,28","29,28","29,28","29,28","29,28","29,28","29,28","29,28","29,28","29,28"
11-01-2014,00 - 01,"29,22","29,22","29,22","29,22","29,22","29,22","29,22","29,22","29,22","29,22","29,22","29,22","29,22","29,22","29,22","29,22","29,22"
11-01-2014,01 - 02,"28,17","28,17","28,17","28,17","28,17","28,17","28,17","28,17","28,17","28,17","28,17","28,17","28,17","28,17","28,17","29,06","29,06"
11-01-2014,02 - 03,"27,8","27,88","27,88","27,88","27,88","27,88","27,21","27,21","27,88","27,88","27,88","27,88","27,88","27,88","27,88","29,06","29,06"
11-01-2014,03 - 04,"27,53","27,6","27,6","27,6","27,6","27,6","27,09","27,09","27,6","27,6","27,6","27,6","27,6","27,6","27,6","29,07","29,07"
11-01-2014,04 - 05,"27,36","27,42","27,42","27,42","27,42","27,42","26,76","26,76","27,42","27,42","27,42","27,42","27,42","27,42","27,42","29,1","29,1"
11-01-2014,05 - 06,"28,26","28,27","28,27","28,27","28,27","28,27","27,91","27,91","28,27","28,27","28,27","28,27","28,27","28,27","28,27","45,04","45,04"
11-01-2014,06 - 07,"28,68","28,7","28,7","28,7","28,7","28,7","28,01","28,01","28,7","28,7","28,7","28,7","28,7","28,7","28,7","47,03","47,03"
11-01-2014,07 - 08,"29,64","29,59","29,59","29,59","29,59","31,79","29,59","29,59","29,59","29,59","29,59","29,59","29,59","29,59","31,79","47,03","47,03"
11-01-2014,08 - 09,"30,04","29,97","29,97","29,97","29,97","33,41","29,97","29,97","29,97","29,97","29,97","29,97","29,97","29,97","33,41",47,47
11-01-2014,09 - 10,"30,34","30,3","30,3","30,3","30,3","33,96","30,3","30,3","30,3","30,3","30,3","30,3","30,3","30,3","33,96","47,04","47,04"
11-01-2014,10 - 11,"30,65","30,62","30,62","30,62","30,62","33,92","30,62","30,62","30,62","30,62","30,62","30,62","30,62","30,62","33,92","47,05","47,05"
11-01-2014,11 - 12,"30,78","30,75","30,75","30,75","30,75","33,53","30,75","30,75","30,75","30,75","30,75","30,75","30,75","30,75","33,53","48,36","48,36"
11-01-2014,12 - 13,"30,63","30,59","30,59","30,59","30,59","34,24","30,59","30,59","30,59","30,59","30,59","30,59","30,59","30,59","34,24","45,85","45,85"
11-01-2014,13 - 14,"30,66","30,59","30,59","30,59","30,59","34,65","30,59","30,59","30,59","30,59","30,59","30,59","30,59","30,59","34,65","45,62","45,62"
11-01-2014,14 - 15,"30,54","30,37","30,37","30,37","30,37","37,96","30,37","30,37","30,37","30,37","30,37","30,37","30,37","30,37","37,96","45,1","45,1"
11-01-2014,15 - 16,"30,82","30,5","30,5","30,5","30,5","47,04","30,5","30,5","30,5","30,5","30,5","30,5","30,5","30,5","47,04","47,04","47,04"
11-01-2014,16 - 17,"31,26","30,78","30,78","30,78","30,78","48,84","30,78","30,78","30,78","30,78","30,78","30,78","30,78","30,78","48,84","48,84","48,84"
11-01-2014,17 - 18,"32,94","32,38","32,38","32,38","32,38","49,29","31,71","32,38","31,71","31,71","30,89","32,38","32,38","32,38","49,29","49,29","49,29"
11-01-2014,18 - 19,"31,71","31,25","31,25","31,25","31,25","47,04","30,94","31,25","30,94","30,94","30,87","31,25","31,25","31,25","47,04","47,04","47,04"
11-01-2014,19 - 20,"31,16","31,46","31,46","31,46","31,46","38,07","31,46","31,46","30,65","30,65","30,65","31,46","31,46","31,46","38,07","45,59","45,59"
11-01-2014,20 - 21,"30,21","30,08","30,08","30,08","30,08","33,53","29,27","30,08","30,08","30,08","30,08","30,08","30,08","30,08","33,53","33,53","33,53"
11-01-2014,21 - 22,"29,55","29,46","29,46","29,46","29,46","37,92","24,55","29,46","29,46","29,46","29,46","29,46","29,46","29,46","37,92","37,92","37,92"
11-01-2014,22 - 23,"29,06","29,17","29,17","29,17","29,17","33,04","15,93","15,93","29,17","29,17","29,17","29,17","29,17","29,17","33,04","33,04","33,04"
11-01-2014,23 - 00,"28,55","28,91","28,91","28,91","28,91","30,35","11,12","11,12","28,91","28,91","28,91","28,91","28,91","28,91","30,35","30,35","30,35"
12-01-2014,00 - 01,"28,14","28,66","28,66","28,66","28,66","28,66","1,81","1,81","28,66","28,66","28,66","28,66","28,66","28,66","28,66","30,06","30,06"
12-01-2014,01 - 02,"27,31","28,09","28,09","28,09","28,09","28,09","2,14","2,14","28,09","28,09","28,09","28,09","28,09","28,09","28,09","30,07","30,07"
12-01-2014,02 - 03,"26,65","27,91","27,91","27,91","27,91","27,91","0,04","0,04","27,91","27,91","27,91","27,91","27,91","27,91","27,91","30,06","30,06"
12-01-2014,03 - 04,"26,97",28,28,28,28,28,"0,11","0,11",28,28,28,28,28,28,28,"30,08","30,08"
12-01-2014,04 - 05,"27,33","28,15","28,15","28,15","28,15","28,15","6,78","6,78","28,15","28,15","28,15","28,15","28,15","28,15","28,15","30,02","30,02"
12-01-2014,05 - 06,"27,69","28,4","28,4","28,4","28,4","28,4","6,73","6,73","28,4","28,4","28,4","28,4","28,4","28,4","28,4","28,4","28,4"
12-01-2014,06 - 07,"27,97","28,59","28,59","28,59","28,59","28,59","0,9","0,9","28,59","28,59","28,59","28,59","28,59","28,59","28,59","28,59","28,59"
12-01-2014,07 - 08,"28,34","28,91","28,91","28,91","28,91","28,91","8,98","8,98","28,91","28,91","28,91","28,91","28,91","28,91","28,91","28,91","28,91"
12-01-2014,08 - 09,"28,86","29,22","29,22","29,22","29,22","30,07","11,77","11,77","29,22","29,22","29,22","29,22","29,22","29,22","30,07","30,07","30,07"
12-01-2014,09 - 10,"29,12","29,4","29,4","29,4","29,4","30,34","13,01","13,01","29,4","29,4","29,4","29,4","29,4","29,4","30,34","30,34","30,34"
12-01-2014,10 - 11,"29,53","29,68","29,68","29,68","29,68","31,6","13,48","13,48","29,68","29,68","29,68","29,68","29,68","29,68","31,6","31,6","31,6"
12-01-2014,11 - 12,"29,81","29,9","29,9","29,9","29,9","31,49","19,91","19,91","29,9","29,9","29,9","29,9","29,9","29,9","31,49","31,49","31,49"
12-01-2014,12 - 13,"29,72","29,84","29,84","29,84","29,84","31,07","21,41","21,41","29,84","29,84","29,84","29,84","29,84","29,84","31,07","31,07","31,07"
12-01-2014,13 - 14,"29,8","29,74","29,74","29,74","29,74","31,08","25,36","29,74","29,74","29,74","29,74","29,74","29,74","29,74","31,08","31,08","31,08"
12-01-2014,14 - 15,"30,02","29,83","29,83","29,83","29,83","33,5","26,25","29,83","29,83","29,83","29,83","29,83","29,83","29,83","33,5","33,5","33,5"
12-01-2014,15 - 16,"30,36","30,07","30,07","30,07","30,07","38,09","27,07","30,07","30,07","30,07","30,07","30,07","30,07","30,07","38,09","38,09","38,09"
12-01-2014,16 - 17,"32,19","31,72","31,72","31,72","31,72","45,14","31,11","31,72",31,31,31,"31,72","31,72","31,72","45,14","45,14","45,14"
12-01-2014,17 - 18,"36,74","38,07","38,07","38,07","38,07","45,07","39,66","39,05","33,2","33,2","31,28","38,07","38,07","38,07","45,07","45,07","45,07"
12-01-2014,18 - 19,"36,88","38,73","38,73","38,73","38,73","43,13","38,73","38,73","32,98","32,98","31,26","38,73","38,73","38,73","43,13","43,13","43,13"
12-01-2014,19 - 20,"35,88","37,86","37,86","37,86","37,86","37,86","37,86","37,86","32,93","32,93","31,25","37,86","37,86","37,86","37,86","37,86","37,86"
12-01-2014,20 - 21,"34,51","35,16","35,16","35,16","35,16","35,16","35,16","35,16","32,42","32,42","31,3","35,16","35,16","35,16","35,16","35,16","35,16"
12-01-2014,21 - 22,"32,44","32,85","32,85","32,85","32,85","33,44","32,85","32,85","31,56","31,56","31,23","32,85","32,85","32,85","33,44","33,44","33,44"
12-01-2014,22 - 23,"32,25","33,04","33,04","33,04","33,04","33,04","33,04","33,04","30,95","30,95","30,95","33,04","33,04","33,04","33,04","33,04","33,04"
12-01-2014,23 - 00,"31,02","31,39","31,39","31,39","31,39","31,39","31,39","31,39","30,83","30,83","30,83","31,39","31,39","31,39","31,39","31,39","31,39"
13-01-2014,00 - 01,"30,08","30,14","30,14","30,14","30,14","30,14",26,"30,14","30,14","30,14","30,14","30,14","30,14","30,14","30,14","30,14","30,14"
13-01-2014,01 - 02,"29,25","29,28","29,28","29,28","29,28","29,28","27,86","29,28","29,28","29,28","29,28","29,28","29,28","29,28","29,28","30,02","30,02"
13-01-2014,02 - 03,"28,72","28,75","28,75","28,75","28,75","28,75","27,6","28,75","28,75","28,75","28,75","28,75","28,75","28,75","28,75","30,03","30,03"
13-01-2014,03 - 04,"28,49","28,5","28,5","28,5","28,5","28,5","25,95","28,5","28,5","28,5","28,5","28,5","28,5","28,5","28,5","30,03","30,03"
13-01-2014,04 - 05,"29,08","28,99","28,99","28,99","28,99","30,33","25,91","28,99","28,99","28,42","28,99","28,99","28,99","28,99","30,33","30,33","30,33"
13-01-2014,05 - 06,"29,99","29,63","29,63","29,63","29,63","37,87","26,71","29,63","29,63","29,63","29,63","29,63","29,63","29,63","37,87","37,87","37,87"
13-01-2014,06 - 07,"33,89","33,06","33,06","33,06","33,06","50,33","33,11","33,06","32,36","31,48","32,36","33,06","33,06","33,06","50,33","50,33","50,33"
13-01-2014,07 - 08,"44,28","40,75","40,75","42,23","42,23","58,65","41,28","42,23","42,23","37,48","35,19","40,75","40,75","40,75","58,65","58,65","58,65"
