Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,
Data was last updated 12-11-2015,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
20-05-2014,08 - 09,"32,43","52,39","52,39","52,39","52,39","52,39","52,39","52,39","18,33","18,33","18,33","45,42","45,42","45,42","52,39","76,07","76,07"
20-05-2014,09 - 10,"31,17","46,82","46,82","46,82","46,82","46,82","46,82","46,82","18,27","18,27","18,27","39,28","39,28","39,28","46,82","80,01","80,01"
20-05-2014,10 - 11,"30,65","42,7","42,7","42,7","42,7","42,7","42,7","42,7","18,14","18,14","18,14","37,93","37,93","37,93","42,7","76,1","76,1"
20-05-2014,11 - 12,"30,32","41,22","41,22","41,22","41,22","41,22","41,22","41,22","17,86","17,86","17,86","38,43","38,43","38,43","41,22","76,09","76,09"
20-05-2014,12 - 13,"29,91","39,8","39,8","39,8","39,8","39,8","39,8","39,8","17,76","17,76","17,76","37,99","37,99","37,99","39,8","76,08","76,08"
20-05-2014,13 - 14,"29,43",39,39,39,39,39,39,39,"17,59","17,59","17,59",39,39,39,39,"48,07","48,07"
20-05-2014,14 - 15,"29,17","38,17","38,17","38,17","38,17","38,17","38,17","38,17","17,66","17,66","17,66","38,17","38,17","38,17","38,17","48,07","48,07"
20-05-2014,15 - 16,"28,64","36,97","36,97","36,97","36,97","36,97","36,97","36,97","17,55","17,55","17,55","36,97","36,97","36,97","36,97","48,06","48,06"
20-05-2014,16 - 17,"29,24","39,11","39,11","39,11","39,11","39,11","39,11","39,11","17,85","17,85","17,85","39,11","39,11","39,11","39,11","48,05","48,05"
20-05-2014,17 - 18,"29,97","41,9","41,9","41,9","41,9","41,9","41,9","41,9","17,71","17,71","17,71","39,5","39,5","39,5","41,9","48,05","48,05"
20-05-2014,18 - 19,"31,09","46,85","46,85","46,85","46,85","46,85",48,48,"17,74","17,74","17,74","37,35","37,35","37,35","46,85","57,09","57,09"
20-05-2014,19 - 20,"30,59","44,96","44,96","44,96","45,41","44,96",48,48,"17,73","17,73","17,73","37,85","37,85","37,85","44,96","48,01","48,01"
20-05-2014,20 - 21,"30,85","42,68","42,68","42,68","44,29","42,68","53,11","53,11","17,78","17,78","17,78","39,72","39,72","39,72","42,68","48,01","48,01"
20-05-2014,21 - 22,"30,17","41,89","41,89","41,89","43,87","41,89","46,04","46,04","17,77","17,77","17,77","41,89","41,89","41,89","41,89","43,1","43,1"
20-05-2014,22 - 23,"29,97","40,31","40,31","40,31","40,31","40,31","41,96","41,96","18,01","18,01","18,01","40,31","40,31","40,31","40,31","40,31","40,31"
20-05-2014,23 - 00,"26,26","35,07","35,07","35,07","35,07","35,07","35,07","35,07","17,64","17,64","17,64","35,07","35,07","35,07","35,07","35,07","35,07"
21-05-2014,00 - 01,"22,62","33,14","33,14","33,14","33,14","33,14","33,14","33,14","14,82","14,82","14,82","33,14","33,14","33,14","33,14","35,01","35,01"
21-05-2014,01 - 02,"19,88","31,61","31,61","31,61","31,61","31,61","31,61","31,61","13,07","13,07","13,07","31,61","31,61","31,61","31,61","34,08","34,08"
21-05-2014,02 - 03,"18,42","29,75","29,75","29,75","29,75","29,75","29,75","29,75","12,72","12,72","12,72","29,75","29,75","29,75","29,75","34,07","34,07"
21-05-2014,03 - 04,"17,43","29,01","29,01","29,01","29,01","29,01","29,01","29,01","12,62","12,62","12,62","29,01","29,01","29,01","29,01","34,06","34,06"
21-05-2014,04 - 05,"17,57","29,03","29,03","29,03","29,03","29,03","29,03","29,03","12,66","12,66","12,66","29,03","29,03","29,03","29,03","34,07","34,07"
21-05-2014,05 - 06,"20,97","31,95","31,95","31,95","31,95","31,95","31,95","31,95","11,84","11,84","11,84","31,95","31,95","31,95","31,95","48,04","48,04"
21-05-2014,06 - 07,"29,12","41,19","41,19","41,19","41,19","41,19","41,19","41,19","12,09","12,09","12,09","41,19","41,19","41,19","41,19","61,01","61,01"
21-05-2014,07 - 08,"31,39","48,83","48,83","48,83","48,83","51,18","48,83","48,83","15,63","15,63","15,63","48,83","48,83","48,83","51,18","76,08","76,08"
21-05-2014,08 - 09,"32,73","52,91","52,91","52,91","52,91","56,56","52,91","52,91","16,16","16,16","16,16","52,91","52,91","52,91","56,56","76,07","76,07"
21-05-2014,09 - 10,"32,05","53,77","53,77","53,77","53,77","53,77","53,77","53,77","16,06","16,06","16,06","53,77","53,77","53,77","53,77","76,1","76,1"
21-05-2014,10 - 11,"30,74","49,49","49,49","49,49","49,49","49,49",44,"49,49","16,1","16,1","16,1","49,49","49,49","49,49","49,49","76,09","76,09"
21-05-2014,11 - 12,"30,93","53,13","53,13","53,13","53,13","53,13","42,44","53,13","16,01","16,01","16,01","53,13","53,13","53,13","53,13","76,08","76,08"
21-05-2014,12 - 13,"29,72","51,84","51,84","51,84","51,84","51,84","51,84","51,84","12,74","12,74","12,74","51,84","51,84","51,84","51,84","76,05","76,05"
21-05-2014,13 - 14,"28,79","46,82","46,82","46,82","46,82","46,82","46,82","46,82","12,51","12,51","12,51","46,82","46,82","46,82","46,82","55,05","55,05"
21-05-2014,14 - 15,"28,01","42,24","42,24","42,24","42,24","42,24","34,98","42,24","12,5","12,5","12,5","42,24","42,24","42,24","42,24","55,04","55,04"
21-05-2014,15 - 16,"27,17","40,3","40,3","40,3","40,3","40,3","33,95","40,3","12,38","12,38","12,38","40,3","40,3","40,3","40,3","55,03","55,03"
21-05-2014,16 - 17,"26,91","36,96","36,96","36,96","36,96","36,96","36,02","36,96","12,3","12,3","12,3","36,96","36,96","36,96","36,96","55,03","55,03"
21-05-2014,17 - 18,"27,46","38,69","38,69","38,69","38,69","38,69","38,69","38,69","12,3","12,3","12,3","38,69","38,69","38,69","38,69","57,07","57,07"
21-05-2014,18 - 19,"28,81","43,12","43,12","43,12","43,12","43,12","43,12","43,12","12,16","12,16","12,16","43,12","43,12","43,12","43,12","74,97","74,97"
21-05-2014,19 - 20,"29,67","47,11","47,11","47,11","47,11","47,11","47,11","47,11","12,17","12,17","12,17","47,11","47,11","47,11","47,11","55,02","55,02"
21-05-2014,20 - 21,"28,78","42,41","42,41","42,41","42,41","42,41","42,41","42,41","12,56","12,56","12,56","42,41","42,41","42,41","42,41","55,01","55,01"
21-05-2014,21 - 22,"27,58","37,76","37,76","37,76","37,76","37,76","37,76","37,76","12,59","12,59","12,59","37,76","37,76","37,76","37,76","48,1","48,1"
21-05-2014,22 - 23,"25,42","34,34","34,34","34,34","34,34","34,34","34,34","34,34","15,39","15,39","15,39","34,34","34,34","34,34","34,34","38,08","38,08"
21-05-2014,23 - 00,"20,47","29,76","29,76","29,76","29,76","29,76","29,76","29,76","13,09","13,09","13,09","29,76","29,76","29,76","29,76","35,08","35,08"
22-05-2014,00 - 01,"16,74","27,57","27,57","27,57","27,57","27,57","27,57","27,57","15,24","15,24","15,24","27,57","27,57","27,57","27,57","48,07","48,07"
22-05-2014,01 - 02,"16,22",24,24,24,24,24,24,24,"14,87","14,87","14,87",24,24,24,24,"46,05","46,05"
22-05-2014,02 - 03,"15,67","19,92","19,92","19,92","19,92","19,92","19,92","19,92","14,82","14,82","14,82","19,92","19,92","19,92","19,92","46,01","46,01"
22-05-2014,03 - 04,"14,94","15,03","15,03","15,03","15,03","15,03","15,03","15,03","14,81","14,81","14,81","15,03","15,03","15,03","15,03","15,03","15,03"
22-05-2014,04 - 05,"15,52","18,41","18,41","18,41","18,41","18,41","18,41","18,41","14,81","14,81","14,81","18,41","18,41","18,41","18,41",46,46
22-05-2014,05 - 06,"16,57","22,91","22,91","22,91","22,91",30,"22,91","22,91","14,71","14,71","14,71","22,91","22,91","22,91",30,"48,07","48,07"
22-05-2014,06 - 07,"19,64","29,25","29,25","29,25","29,25","48,48","29,25","29,25","14,11","14,11","14,11","29,25","29,25","29,25","48,48","59,07","59,07"
22-05-2014,07 - 08,"29,91","36,55","36,55","36,55","36,55","74,71","36,55","36,55","15,64","15,64","15,64","36,55","36,55","36,55","74,71",75,75
22-05-2014,08 - 09,"31,88","39,66","39,66","39,66","39,66","65,08","39,66","39,66","16,3","16,3","16,3","39,66","39,66","39,66","65,08","76,04","76,04"
22-05-2014,09 - 10,"31,21","38,58","38,58","38,58","38,58","72,76","38,58","38,58","16,28","16,28","16,28","38,58","38,58","38,58","72,76","74,98","74,98"
22-05-2014,10 - 11,"30,19","35,75","35,75","35,75","35,75","57,92","35,75","35,75","16,2","16,2","16,2","35,75","35,75","35,75","57,92","76,05","76,05"
22-05-2014,11 - 12,"29,15",34,34,34,34,"76,04",34,34,"16,18","16,18","16,18",34,34,34,"76,04","76,04","76,04"
22-05-2014,12 - 13,"26,91","32,08","32,08","32,08","32,08","55,09","32,08","32,08","16,21","16,21","16,21","32,08","32,08","32,08","55,09","76,03","76,03"
22-05-2014,13 - 14,"25,55","31,15","31,15","31,15","31,15","35,25","31,15","31,15","16,17","16,17","16,17","31,15","31,15","31,15","35,25","55,02","55,02"
22-05-2014,14 - 15,"24,87","31,15","31,15","31,15","31,15","35,25","31,15","31,15","16,05","16,05","16,05","31,15","31,15","31,15","35,25","55,01","55,01"
22-05-2014,15 - 16,"25,72","33,25","33,25","33,25","33,25","33,89","33,25","33,25","15,42","15,42","15,42","33,25","33,25","33,25","33,89","48,09","48,09"
22-05-2014,16 - 17,"26,98","35,98","35,98","35,98","35,98","35,98","35,98","35,98","15,21","15,21","15,21","35,98","35,98","35,98","35,98","48,07","48,07"
22-05-2014,17 - 18,"29,03","37,35","37,35","37,35","37,35","37,35","40,95","40,95","14,44","14,44","14,44","37,35","37,35","37,35","37,35","57,03","57,03"
22-05-2014,18 - 19,"29,21","37,29","37,29","37,29","37,29","37,29","43,93","43,93","14,18","14,18","14,18","37,29","37,29","37,29","37,29","61,02","61,02"
22-05-2014,19 - 20,"28,13","34,8","34,8","34,8","34,8","34,8","44,7","44,7","14,44","14,44","14,44","34,8","34,8","34,8","34,8","48,04","48,04"
22-05-2014,20 - 21,"26,27","32,76","32,76","32,76","32,76","32,76","43,82","43,82","15,65","15,65","15,65","32,76","32,76","32,76","32,76","48,01","48,01"
22-05-2014,21 - 22,"26,49","34,08","34,08","34,08","34,08","34,08","45,17","45,17","15,66","15,66","15,66","34,08","34,08","34,08","34,08","48,07","48,07"
22-05-2014,22 - 23,"25,74","35,08","35,08","35,08","35,08","35,08","40,01","40,01","16,06","16,06","16,06","35,08","35,08","35,08","35,08","35,08","35,08"
22-05-2014,23 - 00,"20,83","32,19","32,19","32,19","32,19","32,19","32,73","32,73","14,99","14,99","14,99","32,19","32,19","32,19","32,19","33,06","33,06"
23-05-2014,00 - 01,"16,91","29,33","29,33","29,33","29,33","29,33","29,33","29,33","13,42","13,42","13,42","29,33","29,33","29,33","29,33","29,33","29,33"
23-05-2014,01 - 02,"16,75","28,23","28,23","28,23","28,23","28,23","28,23","28,23","12,27","12,27","12,27","28,23","28,23","28,23","28,23","46,02","46,02"
23-05-2014,02 - 03,"16,63","26,29","26,29","26,29","26,29","26,29","26,29","26,29","11,59","11,59","11,59","26,29","26,29","26,29","26,29","28,09","28,09"
23-05-2014,03 - 04,"16,44","24,64","24,64","24,64","24,64","24,64","24,64","24,64","11,43","11,43","11,43","24,64","24,64","24,64","24,64","28,08","28,08"
23-05-2014,04 - 05,"16,66","27,16","27,16","27,16","27,16","27,16","27,16","27,16","11,43","11,43","11,43","27,16","27,16","27,16","27,16","28,08","28,08"
23-05-2014,05 - 06,"16,92","29,01","29,01","29,01","29,01","29,01","29,01","29,01","10,65","10,65","10,65","29,01","29,01","29,01","29,01","29,01","29,01"
23-05-2014,06 - 07,"25,8","33,49","33,49","33,49","33,49","47,01","34,04","34,04","9,8","9,8","9,8","33,49","33,49","33,49","47,01","59,01","59,01"
23-05-2014,07 - 08,"30,92","49,26","49,26","49,26","49,26","76,08","49,95","49,95","14,02","14,02","14,02","44,12","44,12","44,12","76,08","76,08","76,08"
23-05-2014,08 - 09,"31,23","51,06","51,06","51,06","51,06","76,06","51,06","51,06","15,91","15,91","15,91","51,06","51,06","51,06","76,06","76,06","76,06"
23-05-2014,09 - 10,"31,06","52,97","52,97","52,97","52,97","62,93","52,97","52,97","16,1","16,1","16,1","52,97","52,97","52,97","62,93","91,46","91,46"
23-05-2014,10 - 11,"30,68","52,41","52,41","52,41","52,41","55,06","52,41","52,41","15,87","15,87","15,87","52,41","52,41","52,41","55,06","75,08","75,08"
23-05-2014,11 - 12,"31,15","57,04","57,04","57,04","57,04",71,"57,04","57,04","15,25","15,25","15,25","57,04","57,04","57,04",71,"76,06","76,06"
23-05-2014,12 - 13,"30,2","47,98","47,98","47,98","47,98",88,"47,98","47,98","14,27","14,27","14,27","47,42","47,42","47,42",88,"109,95","109,95"
23-05-2014,13 - 14,"29,35","44,99","44,99","44,99","44,99","44,99","45,23","45,23","14,11","14,11","14,11","44,99","44,99","44,99","44,99","99,91","99,91"
23-05-2014,14 - 15,"28,49","39,56","39,56","39,56","39,56","39,56","40,53","40,53","13,39","13,39","13,39","39,56","39,56","39,56","39,56","48,09","48,09"
23-05-2014,15 - 16,"27,01","36,49","36,49","36,49","36,49","36,49","37,38","37,38","12,8","12,8","12,8","35,33","35,33","35,33","36,49","48,05","48,05"
23-05-2014,16 - 17,"26,26","33,85","33,85","33,85","33,85","35,3","34,09","34,09","12,92","12,92","12,92","33,85","33,85","33,85","35,3","48,09","48,09"
23-05-2014,17 - 18,"26,27","35,2","35,2","35,2","35,2","35,68","37,54","37,54","11,98","11,98","11,98","34,88","34,88","34,88","35,68","57,05","57,05"
23-05-2014,18 - 19,"26,56","40,99","40,99","40,99","40,99","40,99",42,42,"12,99","12,99","12,99","34,93","34,93","34,93","40,99",61,61
23-05-2014,19 - 20,"26,26","34,55","34,55","34,55","34,55","34,55","41,9","41,9","16,47","16,47","16,47","34,48","34,48","34,48","34,55","34,55","34,55"
23-05-2014,20 - 21,"24,87","33,76","33,76","33,76","33,76","33,76","38,18","38,18","15,57","15,57","15,57","33,76","33,76","33,76","33,76","33,76","33,76"
23-05-2014,21 - 22,"23,4","32,76","32,76","32,76","32,76","32,76","40,49","40,49","15,33","15,33","15,33","32,76","32,76","32,76","32,76","32,76","32,76"
23-05-2014,22 - 23,"21,93","31,88","31,88","31,88","31,88","31,88","31,88","31,88","16,51","16,51","16,51","31,88","31,88","31,88","31,88","34,05","34,05"
23-05-2014,23 - 00,"19,33","30,24","30,24","30,24","30,24","30,24","30,24","30,24","15,85","15,85","15,85","30,24","30,24","30,24","30,24","33,07","33,07"
24-05-2014,00 - 01,"17,17","31,03","31,03","31,03","31,03","31,03","31,03","31,03","10,98","10,98","10,98","31,03","31,03","31,03","31,03","31,03","31,03"
24-05-2014,01 - 02,"15,99","29,3","29,3","29,3","29,3","29,3","29,3","29,3","9,68","9,68","9,68","29,3","29,3","29,3","29,3","29,3","29,3"
24-05-2014,02 - 03,"15,63","28,41","28,41","28,41","28,41","28,41","28,41","28,41","8,89","8,89","8,89","28,41","28,41","28,41","28,41","28,41","28,41"
24-05-2014,03 - 04,"15,35","27,17","27,17","27,17","27,17","27,17","27,17","27,17","8,63","8,63","8,63","27,17","27,17","27,17","27,17","27,17","27,17"
24-05-2014,04 - 05,"15,23","27,13","27,13","27,13","27,13","27,13","27,13","27,13","8,11","8,11","8,11","27,13","27,13","27,13","27,13","27,13","27,13"
24-05-2014,05 - 06,"15,19","27,47","27,47","27,47","27,47","27,47","27,47","27,47","7,91","7,91","7,91","27,47","27,47","27,47","27,47","29,05","29,05"
24-05-2014,06 - 07,"15,98","27,98","27,98","27,98","27,98","27,98","27,98","27,98","8,81","8,81","8,81","27,98","27,98","27,98","27,98","29,06","29,06"
24-05-2014,07 - 08,"19,03",30,30,30,30,30,30,30,"7,03","7,03","7,03",30,30,30,30,"43,06","43,06"
24-05-2014,08 - 09,"19,99","30,1","30,1","30,1","30,1","30,1","30,1","30,1","8,2","8,2","8,2","30,1","30,1","30,1","30,1","45,09","45,09"
24-05-2014,09 - 10,"22,16","31,74","31,74","31,74","31,74","31,74","31,74","31,74","10,37","10,37","10,37","31,74","31,74","31,74","31,74","51,01","51,01"
24-05-2014,10 - 11,"20,97","30,33","30,33","30,33","30,33","30,33","30,33","30,33","11,89","11,89","11,89","30,33","30,33","30,33","30,33","45,04","45,04"
24-05-2014,11 - 12,"20,56","29,81","29,81","29,81","29,81","29,81","29,81","29,81","11,78","11,78","11,78","29,81","29,81","29,81","29,81","43,06","43,06"
24-05-2014,12 - 13,"19,87",29,29,29,29,29,29,29,"11,38","11,38","11,38",29,29,29,29,"43,02","43,02"
24-05-2014,13 - 14,"17,82","26,93","26,93","26,93","26,93","26,93","26,64","26,93","10,84","10,84","10,84","26,93","26,93","26,93","26,93","29,1","29,1"
24-05-2014,14 - 15,"16,94","25,32","25,32","25,32","25,32","26,29","25,32","25,32","9,87","9,87","9,87","25,32","25,32","25,32","26,29","29,1","29,1"
24-05-2014,15 - 16,"16,66","24,92","24,92","24,92","24,92","27,13","24,92","24,92","9,39","9,39","9,39","24,92","24,92","24,92","27,13","43,01","43,01"
24-05-2014,16 - 17,"17,47","25,68","25,68","25,68","25,68","29,24","25,68","25,68","9,28","9,28","9,28","25,68","25,68","25,68","29,24","43,07","43,07"
24-05-2014,17 - 18,"18,63","27,93","27,93","27,93","27,93","30,82","27,93","27,93","9,53","9,53","9,53","27,93","27,93","27,93","30,82","45,1","45,1"
24-05-2014,18 - 19,"20,73","29,96","29,96","29,96","29,96","31,94","29,96","29,96","9,89","9,89","9,89","29,96","29,96","29,96","31,94","51,03","51,03"
24-05-2014,19 - 20,"23,06","32,88","32,88","32,88","32,88","32,88","33,41","33,41","9,73","9,73","9,73","32,88","32,88","32,88","32,88","51,03","51,03"
24-05-2014,20 - 21,"23,45","32,86","32,86","32,86","32,86","32,86","33,65","33,65","8,75","8,75","8,75","32,86","32,86","32,86","32,86","51,02","51,02"
24-05-2014,21 - 22,"21,64","32,15","32,15","32,15","32,15","32,15","32,15","32,15","8,59","8,59","8,59","32,15","32,15","32,15","32,15","32,15","32,15"
24-05-2014,22 - 23,"20,83","32,02","32,02","32,02","32,02","32,02","32,02","32,02",9,9,9,"32,02","32,02","32,02","32,02","34,01","34,01"
24-05-2014,23 - 00,"20,06","30,9","30,9","30,9","30,9","30,9","30,9","30,9","12,7","12,7","12,7","30,9","30,9","30,9","30,9","32,06","32,06"
25-05-2014,00 - 01,"15,46",28,28,28,28,28,28,28,"13,06","13,06","13,06",28,28,28,28,"51,03","51,03"
25-05-2014,01 - 02,"14,21","23,45","23,45","23,45","23,45","23,45","23,45","23,45","12,82","12,82","12,82","23,45","23,45","23,45","23,45","51,02","51,02"
25-05-2014,02 - 03,"13,72","20,34","20,34","20,34","20,34","20,34","20,34","20,34","12,52","12,52","12,52","20,34","20,34","20,34","20,34","46,09","46,09"
25-05-2014,03 - 04,"13,13","16,18","16,18","16,18","16,18","16,18","16,18","16,18","12,38","12,38","12,38","16,18","16,18","16,18","16,18","46,02","46,02"
25-05-2014,04 - 05,"12,82","15,45","15,45","15,45","15,45","15,45","15,45","15,45","12,03","12,03","12,03","15,45","15,45","15,45","15,45","29,1","29,1"
25-05-2014,05 - 06,"12,6","15,79","15,79","15,79","15,79","15,79","15,79","15,79","11,45","11,45","11,45","15,79","15,79","15,79","15,79","51,03","51,03"
25-05-2014,06 - 07,"12,57","15,99","15,99","15,99","15,99","15,99","15,99","15,99","11,1","11,1","11,1","15,99","15,99","15,99","15,99",56,56
25-05-2014,07 - 08,"14,45","25,96","25,96","25,96","25,96","25,96","25,96","25,96","10,75","10,75","10,75","25,96","25,96","25,96","25,96","43,06","43,06"
25-05-2014,08 - 09,"16,23","27,77","27,77","27,77","27,77","27,77","27,77","27,77","11,18","11,18","11,18","27,77","27,77","27,77","27,77","51,06","51,06"
25-05-2014,09 - 10,"17,9","29,47","29,47","29,47","29,47","29,47","29,47","29,47","12,34","12,34","12,34","29,47","29,47","29,47","29,47","51,08","51,08"
25-05-2014,10 - 11,"18,78","30,36","30,36","30,36","30,36","31,93","30,36","30,36","12,96","12,96","12,96","30,36","30,36","30,36","31,93","51,08","51,08"
25-05-2014,11 - 12,"18,94","30,39","30,39","30,39","30,39","32,7","30,39","30,39","13,06","13,06","13,06","30,39","30,39","30,39","32,7","51,07","51,07"
25-05-2014,12 - 13,"18,75","30,07","30,07","30,07","30,07","31,6","30,07","30,07","13,06","13,06","13,06","30,07","30,07","30,07","31,6","51,06","51,06"
25-05-2014,13 - 14,"18,37","29,86","29,86","29,86","29,86","29,86","29,86","29,86","12,96","12,96","12,96","29,86","29,86","29,86","29,86","51,04","51,04"
25-05-2014,14 - 15,"17,67","28,99","28,99","28,99","28,99","28,99","28,99","28,99","12,74","12,74","12,74","28,99","28,99","28,99","28,99","51,03","51,03"
25-05-2014,15 - 16,"17,35","28,5","28,5","28,5","28,5","28,5","28,5","28,5","12,62","12,62","12,62","28,5","28,5","28,5","28,5","51,03","51,03"
25-05-2014,16 - 17,"17,63","28,41","28,41","28,41","28,41","28,41","28,41","28,41","12,62","12,62","12,62","28,41","28,41","28,41","28,41","51,03","51,03"
25-05-2014,17 - 18,"18,82","30,16","30,16","30,16","30,16","30,16","30,16","30,16","12,68","12,68","12,68","30,16","30,16","30,16","30,16","51,04","51,04"
25-05-2014,18 - 19,"19,46","31,41","31,41","31,41","31,41","31,41","31,41","31,41","12,9","12,9","12,9","31,41","31,41","31,41","31,41","51,08","51,08"
25-05-2014,19 - 20,"23,33","35,24","35,24","35,24","35,24","35,24","35,24","35,24","13,03","13,03","13,03","35,24","35,24","35,24","35,24","51,09","51,09"
25-05-2014,20 - 21,"23,24","35,23","35,23","35,23","35,23","35,23","35,23","35,23","12,99","12,99","12,99","35,23","35,23","35,23","35,23",56,56
25-05-2014,21 - 22,"24,6","35,92","35,92","35,92","35,92","35,92","35,92","35,92","13,08","13,08","13,08","35,92","35,92","35,92","35,92","56,05","56,05"
25-05-2014,22 - 23,"23,27","33,99","33,99","33,99","33,99","33,99","33,99","33,99","13,23","13,23","13,23","33,99","33,99","33,99","33,99","34,1","34,1"
25-05-2014,23 - 00,"18,08","30,02","30,02","30,02","30,02","30,02","30,02","30,02","13,59","13,59","13,59","30,02","30,02","30,02","30,02","33,08","33,08"
26-05-2014,00 - 01,"16,66","27,66","27,66","27,66","27,66","27,66","27,66","27,66","15,21","15,21","15,21","27,66","27,66","27,66","27,66","46,06","46,06"
26-05-2014,01 - 02,"15,97","24,79","24,79","24,79","24,79","24,79","24,79","24,79","15,14","15,14","15,14","24,79","24,79","24,79","24,79","24,79","24,79"
26-05-2014,02 - 03,"15,73","23,95","23,95","23,95","23,95","23,95","23,95","23,95","15,08","15,08","15,08","23,95","23,95","23,95","23,95","23,95","23,95"
26-05-2014,03 - 04,"15,51","19,63","19,63","19,63","19,63","19,63","19,63","19,63","15,08","15,08","15,08","19,63","19,63","19,63","19,63","19,63","19,63"
26-05-2014,04 - 05,"15,59","19,87","19,87","19,87","19,87","19,87","19,87","19,87","15,1","15,1","15,1","19,87","19,87","19,87","19,87","19,87","19,87"
26-05-2014,05 - 06,"16,85","26,52","26,52","26,52","26,52","28,53","26,52","26,52","15,17","15,17","15,17","26,52","26,52","26,52","28,53","48,06","48,06"
26-05-2014,06 - 07,"24,09","37,12","37,12","37,12","37,12","46,66","37,12","37,12","15,75","15,75","15,75","35,9","35,9","35,9","46,66","59,1","59,1"
26-05-2014,07 - 08,"32,93","51,34","51,34","51,34","51,34","67,89","51,34","51,34","16,07","16,07","16,07","35,56","35,56","35,56","67,89","80,05","80,05"
26-05-2014,08 - 09,"36,67","89,98","89,98","89,98","89,98","116,7","89,98","89,98","16,18","16,18","16,18","64,17","64,17","64,17","116,7","116,7","116,7"
26-05-2014,09 - 10,"37,27","89,97","89,97","89,97","89,97","89,97","89,97","89,97","16,08","16,08","16,08","89,97","89,97","89,97","89,97","89,97","89,97"
26-05-2014,10 - 11,"36,25","79,98","79,98","79,98","79,98","79,98","79,98","79,98","15,93","15,93","15,93","74,85","74,85","74,85","79,98","116,8","116,8"
26-05-2014,11 - 12,"36,21","105,39","105,39","105,39","105,39","105,39","105,39","105,39","15,85","15,85","15,85","48,2","48,2","48,2","105,39","121,56","121,56"
26-05-2014,12 - 13,"35,53","94,83","94,83","94,83","94,83","94,83","94,83","94,83","15,8","15,8","15,8","48,05","48,05","48,05","94,83","122,91","122,91"
26-05-2014,13 - 14,"34,89","80,05","80,05","80,05","80,05","80,05","80,05","80,05","15,7","15,7","15,7","48,04","48,04","48,04","80,05","80,05","80,05"
26-05-2014,14 - 15,"34,93","65,07","65,07","65,07","65,07","65,07","65,07","65,07","15,76","15,76","15,76","47,77","47,77","47,77","65,07","80,01","80,01"
26-05-2014,15 - 16,"33,75","55,17","55,17","55,17","55,17","55,17","55,17","55,17","15,68","15,68","15,68","47,2","47,2","47,2","55,17","60,09","60,09"
26-05-2014,16 - 17,"33,11","51,49","51,49","51,49","51,49","51,49","51,49","51,49","15,71","15,71","15,71","45,72","45,72","45,72","51,49","60,06","60,06"
26-05-2014,17 - 18,"32,34","49,28","49,28","49,28","49,28","49,28","49,28","49,28","15,62","15,62","15,62","39,42","39,42","39,42","49,28","60,08","60,08"
26-05-2014,18 - 19,"32,12","47,07","47,07","47,07","47,07","47,07","47,07","47,07","15,7","15,7","15,7","36,98","36,98","36,98","47,07","122,91","122,91"
26-05-2014,19 - 20,"30,9","44,99","44,99","44,99","44,99","44,99","44,99","44,99","15,65","15,65","15,65","36,99","36,99","36,99","44,99","122,9","122,9"
26-05-2014,20 - 21,"30,05","42,29","42,29","42,29","42,29","42,29","42,29","42,29","15,6","15,6","15,6","37,08","37,08","37,08","42,29","80,07","80,07"
26-05-2014,21 - 22,"28,95",44,44,44,44,44,44,44,"15,73","15,73","15,73","34,93","34,93","34,93",44,"55,06","55,06"
26-05-2014,22 - 23,"27,19","37,93","37,93","37,93","37,93","37,93","37,93","37,93","15,83","15,83","15,83","34,62","34,62","34,62","37,93",51,51
26-05-2014,23 - 00,"20,53","31,57","31,57","31,57","31,57","31,57","31,57","31,57","15,48","15,48","15,48","31,57","31,57","31,57","31,57","32,09","32,09"
27-05-2014,00 - 01,"17,89","28,69","28,69","28,69","28,69","28,69","28,69","28,69","16,28","16,28","16,28","28,69","28,69","28,69","28,69","46,05","46,05"
27-05-2014,01 - 02,"17,48","26,23","26,23","26,23","26,23","26,23","26,23","26,23","16,03","16,03","16,03","26,23","26,23","26,23","26,23","26,23","26,23"
27-05-2014,02 - 03,"17,23","24,07","24,07","24,07","24,07","24,07","24,07","24,07","15,88","15,88","15,88","24,07","24,07","24,07","24,07","24,07","24,07"
27-05-2014,03 - 04,"17,23","24,13","24,13","24,13","24,13","24,13","24,13","24,13","15,87","15,87","15,87","24,13","24,13","24,13","24,13","24,13","24,13"
27-05-2014,04 - 05,"17,26","24,66","24,66","24,66","24,66","24,66","24,66","24,66","15,84","15,84","15,84","24,66","24,66","24,66","24,66","29,05","29,05"
27-05-2014,05 - 06,"17,72","27,88","27,88","27,88","27,88","27,88","27,71","27,88","15,91","15,91","15,91","27,88","27,88","27,88","27,88","29,03","29,03"
27-05-2014,06 - 07,"24,99","32,82","32,82","32,82","32,82","37,4","32,82","32,82","16,9","16,9","16,9","32,82","32,82","32,82","37,4","48,04","48,04"
27-05-2014,07 - 08,"31,35","44,78","44,78","44,78","44,78","69,67","44,78","44,78","17,33","17,33","17,33","34,93","34,93","34,93","69,67","71,04","71,04"
27-05-2014,08 - 09,"35,23","47,44","47,44","47,44","47,44","80,02","47,44","47,44","17,4","17,4","17,4","47,44","47,44","47,44","80,02","80,02","80,02"
